GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
890666145,GoFish,0,GAME_OVER,103,40,2,146,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
1569238478,GoFish,0,GAME_OVER,100,38,2,147,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
-187469389,GoFish,0,GAME_OVER,102,37,2,148,mcts-1000,8.0,5.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
-42752577,GoFish,0,GAME_OVER,93,33,2,149,mcts-1000,8.0,5.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
-1337774010,GoFish,0,GAME_OVER,105,40,2,150,mcts-1000,7.0,6.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
-721901013,GoFish,0,GAME_OVER,106,38,2,151,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
1992352636,GoFish,0,GAME_OVER,101,40,2,152,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
-2117472527,GoFish,0,GAME_OVER,95,38,2,153,mcts-1000,4.0,9.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
-1821004186,GoFish,0,GAME_OVER,99,38,2,154,mcts-1000,4.0,9.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
1026227815,GoFish,0,GAME_OVER,95,36,2,155,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
-651141359,GoFish,0,GAME_OVER,102,39,2,156,mcts-1000,10.0,3.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
-906896864,GoFish,0,GAME_OVER,102,38,2,157,mcts-1000,6.0,7.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
1342710703,GoFish,0,GAME_OVER,100,38,2,158,mcts-1000,7.0,6.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
2046903153,GoFish,0,GAME_OVER,101,36,2,159,mcts-1000,7.0,6.0,mcts-100,1,mcts-1000,1,2,2,mcts-100,mcts-100,mcts-1000,1
-1086811407,GoFish,0,GAME_OVER,102,34,2,160,mcts-1000,5.0,8.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
744610857,GoFish,0,GAME_OVER,103,35,2,161,mcts-1000,2.0,11.0,mcts-100,2,mcts-1000,2,1,1,mcts-100,mcts-100,mcts-1000,0
1160790037,GoFish,0,GAME_OVER,102,36,2,162,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-1498142046,GoFish,0,GAME_OVER,100,38,2,163,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-418802376,GoFish,0,GAME_OVER,99,37,2,164,mcts-1000,3.0,10.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
-2052236361,GoFish,0,GAME_OVER,99,37,2,165,mcts-1000,9.0,4.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
890666145,GoFish,0,GAME_OVER,97,31,2,166,mcts-1000,4.0,9.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
1569238478,GoFish,0,GAME_OVER,102,36,2,167,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-187469389,GoFish,0,GAME_OVER,102,40,2,168,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-42752577,GoFish,0,GAME_OVER,102,37,2,169,mcts-1000,4.0,9.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
-1337774010,GoFish,0,GAME_OVER,103,40,2,170,mcts-1000,4.0,9.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
-721901013,GoFish,0,GAME_OVER,107,37,2,171,mcts-1000,10.0,3.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
1992352636,GoFish,0,GAME_OVER,100,37,2,172,mcts-1000,6.0,7.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
-2117472527,GoFish,0,GAME_OVER,99,35,2,173,mcts-1000,7.0,6.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-1821004186,GoFish,0,GAME_OVER,102,37,2,174,mcts-1000,3.0,10.0,mcts-5000,2,mcts-1000,2,1,1,mcts-5000,mcts-5000,mcts-1000,0
1026227815,GoFish,0,GAME_OVER,96,34,2,175,mcts-1000,7.0,6.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-651141359,GoFish,0,GAME_OVER,107,38,2,176,mcts-1000,9.0,4.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-906896864,GoFish,0,GAME_OVER,99,32,2,177,mcts-1000,7.0,6.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
1342710703,GoFish,0,GAME_OVER,104,35,2,178,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
2046903153,GoFish,0,GAME_OVER,99,38,2,179,mcts-1000,8.0,5.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
-1086811407,GoFish,0,GAME_OVER,100,40,2,180,mcts-1000,9.0,4.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
744610857,GoFish,0,GAME_OVER,100,33,2,181,mcts-1000,7.0,6.0,mcts-5000,1,mcts-1000,1,2,2,mcts-5000,mcts-5000,mcts-1000,1
1160790037,GoFish,0,GAME_OVER,102,37,2,182,mcts-1000,2.0,11.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-1498142046,GoFish,0,GAME_OVER,97,38,2,183,mcts-1000,6.0,7.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-418802376,GoFish,0,GAME_OVER,99,40,2,184,mcts-1000,5.0,8.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-2052236361,GoFish,0,GAME_OVER,96,36,2,185,mcts-1000,7.0,6.0,OSLA,1,mcts-1000,1,2,2,OSLA,OSLA,mcts-1000,1
890666145,GoFish,0,GAME_OVER,103,36,2,186,mcts-1000,4.0,9.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
1569238478,GoFish,0,GAME_OVER,103,39,2,187,mcts-1000,4.0,9.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-187469389,GoFish,0,GAME_OVER,95,38,2,188,mcts-1000,9.0,4.0,OSLA,1,mcts-1000,1,2,2,OSLA,OSLA,mcts-1000,1
-42752577,GoFish,0,GAME_OVER,99,36,2,189,mcts-1000,6.0,7.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-1337774010,GoFish,0,GAME_OVER,105,38,2,190,mcts-1000,5.0,8.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-721901013,GoFish,0,GAME_OVER,103,38,2,191,mcts-1000,4.0,9.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
1992352636,GoFish,0,GAME_OVER,95,38,2,192,mcts-1000,6.0,7.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-2117472527,GoFish,0,GAME_OVER,100,37,2,193,mcts-1000,4.0,9.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-1821004186,GoFish,0,GAME_OVER,102,38,2,194,mcts-1000,3.0,10.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
1026227815,GoFish,0,GAME_OVER,102,38,2,195,mcts-1000,8.0,5.0,OSLA,1,mcts-1000,1,2,2,OSLA,OSLA,mcts-1000,1
-651141359,GoFish,0,GAME_OVER,103,41,2,196,mcts-1000,5.0,8.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-906896864,GoFish,0,GAME_OVER,102,37,2,197,mcts-1000,9.0,4.0,OSLA,1,mcts-1000,1,2,2,OSLA,OSLA,mcts-1000,1
1342710703,GoFish,0,GAME_OVER,103,35,2,198,mcts-1000,7.0,6.0,OSLA,1,mcts-1000,1,2,2,OSLA,OSLA,mcts-1000,1
2046903153,GoFish,0,GAME_OVER,99,36,2,199,mcts-1000,5.0,8.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
-1086811407,GoFish,0,GAME_OVER,99,38,2,200,mcts-1000,6.0,7.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
744610857,GoFish,0,GAME_OVER,102,37,2,201,mcts-1000,4.0,9.0,OSLA,2,mcts-1000,2,1,1,OSLA,OSLA,mcts-1000,0
1160790037,GoFish,0,GAME_OVER,105,39,2,202,random,3.0,10.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-1498142046,GoFish,0,GAME_OVER,101,35,2,203,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-418802376,GoFish,0,GAME_OVER,104,35,2,204,random,4.0,9.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-2052236361,GoFish,0,GAME_OVER,101,38,2,205,random,10.0,3.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
890666145,GoFish,0,GAME_OVER,97,35,2,206,random,7.0,6.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
1569238478,GoFish,0,GAME_OVER,104,38,2,207,random,7.0,6.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
-187469389,GoFish,0,GAME_OVER,102,35,2,208,random,6.0,7.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-42752577,GoFish,0,GAME_OVER,100,35,2,209,random,6.0,7.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-1337774010,GoFish,0,GAME_OVER,104,38,2,210,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-721901013,GoFish,0,GAME_OVER,101,35,2,211,random,8.0,5.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
1992352636,GoFish,0,GAME_OVER,106,39,2,212,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-2117472527,GoFish,0,GAME_OVER,101,39,2,213,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
-1821004186,GoFish,0,GAME_OVER,100,40,2,214,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
1026227815,GoFish,0,GAME_OVER,99,38,2,215,random,7.0,6.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
-651141359,GoFish,0,GAME_OVER,104,40,2,216,random,7.0,6.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
-906896864,GoFish,0,GAME_OVER,102,38,2,217,random,5.0,8.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
1342710703,GoFish,0,GAME_OVER,109,40,2,218,random,10.0,3.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
2046903153,GoFish,0,GAME_OVER,99,36,2,219,random,9.0,4.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
-1086811407,GoFish,0,GAME_OVER,100,34,2,220,random,6.0,7.0,mcts-500,2,random,2,1,1,mcts-500,mcts-500,random,0
744610857,GoFish,0,GAME_OVER,101,33,2,221,random,9.0,4.0,mcts-500,1,random,1,2,2,mcts-500,mcts-500,random,1
1160790037,GoFish,0,GAME_OVER,103,40,2,222,random,8.0,5.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
-1498142046,GoFish,0,GAME_OVER,101,35,2,223,random,5.0,8.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-418802376,GoFish,0,GAME_OVER,100,36,2,224,random,8.0,5.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
-2052236361,GoFish,0,GAME_OVER,101,38,2,225,random,10.0,3.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
890666145,GoFish,0,GAME_OVER,102,37,2,226,random,7.0,6.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
1569238478,GoFish,0,GAME_OVER,98,37,2,227,random,6.0,7.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-187469389,GoFish,0,GAME_OVER,103,39,2,228,random,5.0,8.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-42752577,GoFish,0,GAME_OVER,105,36,2,229,random,4.0,9.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-1337774010,GoFish,0,GAME_OVER,100,37,2,230,random,6.0,7.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-721901013,GoFish,0,GAME_OVER,101,39,2,231,random,3.0,10.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
1992352636,GoFish,0,GAME_OVER,102,40,2,232,random,7.0,6.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
-2117472527,GoFish,0,GAME_OVER,103,37,2,233,random,4.0,9.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-1821004186,GoFish,0,GAME_OVER,99,40,2,234,random,4.0,9.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
1026227815,GoFish,0,GAME_OVER,101,36,2,235,random,6.0,7.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
-651141359,GoFish,0,GAME_OVER,102,37,2,236,random,7.0,6.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
-906896864,GoFish,0,GAME_OVER,102,36,2,237,random,5.0,8.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
1342710703,GoFish,0,GAME_OVER,103,38,2,238,random,5.0,8.0,mcts-1000,2,random,2,1,1,mcts-1000,mcts-1000,random,0
2046903153,GoFish,0,GAME_OVER,101,38,2,239,random,8.0,5.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
-1086811407,GoFish,0,GAME_OVER,103,36,2,240,random,8.0,5.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
744610857,GoFish,0,GAME_OVER,100,36,2,241,random,7.0,6.0,mcts-1000,1,random,1,2,2,mcts-1000,mcts-1000,random,1
1160790037,GoFish,0,GAME_OVER,104,38,2,242,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
-1498142046,GoFish,0,GAME_OVER,98,36,2,243,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-418802376,GoFish,0,GAME_OVER,104,39,2,244,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-2052236361,GoFish,0,GAME_OVER,102,36,2,245,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
890666145,GoFish,0,GAME_OVER,103,37,2,246,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
1569238478,GoFish,0,GAME_OVER,102,37,2,247,random,5.0,8.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-187469389,GoFish,0,GAME_OVER,101,37,2,248,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-42752577,GoFish,0,GAME_OVER,103,37,2,249,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-1337774010,GoFish,0,GAME_OVER,98,34,2,250,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
-721901013,GoFish,0,GAME_OVER,103,36,2,251,random,5.0,8.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
1992352636,GoFish,0,GAME_OVER,99,36,2,252,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
-2117472527,GoFish,0,GAME_OVER,102,40,2,253,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-1821004186,GoFish,0,GAME_OVER,98,34,2,254,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
1026227815,GoFish,0,GAME_OVER,101,35,2,255,random,3.0,10.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-651141359,GoFish,0,GAME_OVER,99,35,2,256,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-906896864,GoFish,0,GAME_OVER,100,34,2,257,random,7.0,6.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
1342710703,GoFish,0,GAME_OVER,97,38,2,258,random,8.0,5.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
2046903153,GoFish,0,GAME_OVER,101,35,2,259,random,6.0,7.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
-1086811407,GoFish,0,GAME_OVER,98,38,2,260,random,7.0,6.0,mcts-100,1,random,1,2,2,mcts-100,mcts-100,random,1
744610857,GoFish,0,GAME_OVER,101,33,2,261,random,4.0,9.0,mcts-100,2,random,2,1,1,mcts-100,mcts-100,random,0
1160790037,GoFish,0,GAME_OVER,97,33,2,262,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-1498142046,GoFish,0,GAME_OVER,100,36,2,263,random,3.0,10.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-418802376,GoFish,0,GAME_OVER,102,35,2,264,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-2052236361,GoFish,0,GAME_OVER,103,39,2,265,random,9.0,4.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
890666145,GoFish,0,GAME_OVER,107,40,2,266,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
1569238478,GoFish,0,GAME_OVER,102,38,2,267,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-187469389,GoFish,0,GAME_OVER,97,36,2,268,random,8.0,5.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
-42752577,GoFish,0,GAME_OVER,103,38,2,269,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-1337774010,GoFish,0,GAME_OVER,100,37,2,270,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-721901013,GoFish,0,GAME_OVER,102,37,2,271,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
1992352636,GoFish,0,GAME_OVER,102,38,2,272,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-2117472527,GoFish,0,GAME_OVER,100,37,2,273,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-1821004186,GoFish,0,GAME_OVER,98,40,2,274,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
1026227815,GoFish,0,GAME_OVER,101,38,2,275,random,7.0,6.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
-651141359,GoFish,0,GAME_OVER,104,38,2,276,random,8.0,5.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
-906896864,GoFish,0,GAME_OVER,96,36,2,277,random,9.0,4.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
1342710703,GoFish,0,GAME_OVER,105,36,2,278,random,6.0,7.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
2046903153,GoFish,0,GAME_OVER,100,40,2,279,random,5.0,8.0,mcts-5000,2,random,2,1,1,mcts-5000,mcts-5000,random,0
-1086811407,GoFish,0,GAME_OVER,100,38,2,280,random,7.0,6.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
744610857,GoFish,0,GAME_OVER,104,37,2,281,random,7.0,6.0,mcts-5000,1,random,1,2,2,mcts-5000,mcts-5000,random,1
1160790037,GoFish,0,GAME_OVER,99,33,2,282,random,4.0,9.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
-1498142046,GoFish,0,GAME_OVER,104,38,2,283,random,8.0,5.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-418802376,GoFish,0,GAME_OVER,95,34,2,284,random,4.0,9.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
-2052236361,GoFish,0,GAME_OVER,95,36,2,285,random,9.0,4.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
890666145,GoFish,0,GAME_OVER,100,34,2,286,random,6.0,7.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
1569238478,GoFish,0,GAME_OVER,101,40,2,287,random,7.0,6.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-187469389,GoFish,0,GAME_OVER,101,40,2,288,random,10.0,3.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-42752577,GoFish,0,GAME_OVER,103,35,2,289,random,7.0,6.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-1337774010,GoFish,0,GAME_OVER,101,37,2,290,random,7.0,6.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-721901013,GoFish,0,GAME_OVER,99,38,2,291,random,5.0,8.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
1992352636,GoFish,0,GAME_OVER,98,37,2,292,random,5.0,8.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
-2117472527,GoFish,0,GAME_OVER,99,37,2,293,random,3.0,10.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
-1821004186,GoFish,0,GAME_OVER,104,35,2,294,random,4.0,9.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
1026227815,GoFish,0,GAME_OVER,99,37,2,295,random,7.0,6.0,OSLA,1,random,1,2,2,OSLA,OSLA,random,1
-651141359,GoFish,0,GAME_OVER,103,35,2,296,random,5.0,8.0,OSLA,2,random,2,1,1,OSLA,OSLA,random,0
