GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Goblin Master Nearest Hero,Barghest Master Average Goblin,Hero 3 Farthest Barghest,Hero 2 Farthest Goblin,Hero 4 Name,Goblin Minion 4 Average Hero,Goblin Master Farthest Goblin,Goblin Minion 4 Nearest Barghest,Hero 1 Farthest Hero,Goblin Minion 3 Farthest Hero,Barghest Minion 3 Nearest Goblin,Hero 4 Nearest Hero,Goblin Master Average Barghest,Barghest Master Farthest Hero,Hero 2 Farthest Barghest,Hero 3 Name,Goblin Master Farthest Hero,Hero 4 Nearest Barghest,Goblin Minion 3 Average Goblin,Hero 4 Farthest Hero,Hero 1 Position,Hero 1 Average Goblin,Goblin Minion 4 Farthest Barghest,Goblin Master Nearest Goblin,Hero 1 Farthest Barghest,Goblin Minion 4 Farthest Goblin,Goblin Minion 2 Average Goblin,Goblin Minion 3 Farthest Barghest,Goblin Minion 4 Nearest Hero,Goblin Minion 3 Nearest Hero,Goblin Minion 1 Nearest Goblin,Barghest Minion 1 Farthest Goblin,Goblin Minion 2 Nearest Goblin,Barghest Minion 1 Average Goblin,Barghest Master Farthest Barghest,Hero 2 Average Barghest,Hero 2 Position,Hero 1 Nearest Barghest,Hero 2 Nearest Barghest,Goblin Minion 2 Nearest Hero,Hero 3 Nearest Hero,Goblin Minion 4 Nearest Goblin,Barghest Minion 1 Nearest Barghest,Goblin Minion 1 Position,Barghest Master Nearest Barghest,Barghest Minion 2 Nearest Hero,Hero 2 Average Goblin,Hero 4 Average Barghest,Barghest Minion 1 Average Barghest,Barghest Minion 2 Average Hero,Goblin Minion 1 Farthest Barghest,Barghest Master Average Hero,Hero 4 Nearest Goblin,Goblin Master Position,Goblin Minion 2 Average Barghest,Goblin Minion 2 Farthest Goblin,Hero 4 Position,Barghest Minion 3 Farthest Goblin,Barghest Master Nearest Hero,Goblin Minion 2 Nearest Barghest,Hero 1 Nearest Hero,Goblin Minion 4 Farthest Hero,Hero 3 Average Hero,Hero 4 Average Goblin,Hero 1 Average Hero,Goblin Minion 1 Average Goblin,Barghest Minion 2 Farthest Goblin,Barghest Master Average Barghest,Goblin Minion 2 Average Hero,Hero 2 Nearest Goblin,Hero 1 Average Barghest,Goblin Minion 1 Nearest Hero,Goblin Minion 3 Position,Hero 3 Average Goblin,Barghest Minion 3 Farthest Hero,Barghest Minion 3 Farthest Barghest,Hero 3 Position,Goblin Master Farthest Barghest,Barghest Minion 2 Position,Goblin Minion 4 Average Goblin,Barghest Minion 3 Nearest Hero,Goblin Minion 3 Farthest Goblin,Barghest Minion 2 Farthest Barghest,Goblin Minion 3 Nearest Barghest,Barghest Master Farthest Goblin,Barghest Minion 2 Nearest Barghest,Barghest Minion 3 Average Goblin,Goblin Master Average Goblin,Goblin Minion 3 Nearest Goblin,Barghest Minion 2 Nearest Goblin,Barghest Minion 2 Average Goblin,Goblin Minion 1 Average Barghest,Barghest Minion 2 Average Barghest,Hero 3 Farthest Goblin,Barghest Master Position,Hero 1 Name,Barghest Minion 1 Nearest Goblin,Barghest Master Nearest Goblin,Goblin Minion 2 Farthest Hero,Goblin Minion 1 Nearest Barghest,Goblin Minion 1 Farthest Hero,Goblin Minion 1 Average Hero,Hero 3 Farthest Hero,Goblin Minion 4 Average Barghest,Goblin Minion 2 Farthest Barghest,Goblin Master Average Hero,Goblin Minion 1 Farthest Goblin,Goblin Minion 3 Average Hero,Barghest Minion 1 Position,Goblin Minion 3 Average Barghest,Hero 1 Nearest Goblin,Goblin Master Nearest Barghest,Goblin Minion 4 Position,Barghest Minion 1 Average Hero,Hero 1 Farthest Goblin,Barghest Minion 3 Average Hero,Barghest Minion 1 Nearest Hero,Barghest Minion 1 Farthest Barghest,Hero 4 Farthest Goblin,Barghest Minion 2 Farthest Hero,Hero 4 Average Hero,Goblin Minion 2 Position,Hero 3 Average Barghest,Hero 2 Nearest Hero,Barghest Minion 1 Farthest Hero,Hero 3 Nearest Goblin,Barghest Minion 3 Nearest Barghest,Hero 4 Farthest Barghest,Hero 3 Nearest Barghest,Hero 2 Name,Hero 2 Average Hero,Barghest Minion 3 Position,Barghest Minion 3 Average Barghest,Hero 2 Farthest Hero
-1973254616,Descent2e,12,GAME_OVER,804,1,5,2,2.0,,-1.0,10.0,Tomble Burrowell,,9.0,,8.0,9.0,,4.0,-1.0,,-1.0,Ashrian,9.0,1.7976931348623157E308,6.0,8.0,"(4,8)",4.25,,3.0,-1.0,,6.0,-1.0,,2.0,1.0,,1.0,,,-1.0,"(8,15)",1.7976931348623157E308,1.7976931348623157E308,4.0,6.0,,,"(9,6)",,,8.5,-1.0,,,-1.0,,6.0,"(5,10)",-1.0,9.0,"(4,16)",,,1.7976931348623157E308,7.0,,7.0,9.5,7.666666666666667,5.333333333333333,,,8.25,6.0,-1.0,3.0,"(2,7)",5.75,,,"(9,9)",-1.0,,,,8.0,,1.7976931348623157E308,,,,6.666666666666667,3.0,,,-1.0,,9.0,,Widow Tarha,,,12.0,1.7976931348623157E308,11.0,7.25,8.0,,-1.0,5.75,8.0,6.75,,-1.0,2.0,1.7976931348623157E308,,,7.0,,,,12.0,,6.666666666666667,"(10,5)",-1.0,4.0,,3.0,,-1.0,1.7976931348623157E308,Grisban the Thirsty,6.0,,,8.0
-40543456,Descent2e,0,ROUND_OVER,85,13,5,3,5.0,7.2,11.0,10.0,Avric Albright,6.25,2.0,5.0,6.0,10.0,4.0,1.0,6.75,14.0,14.0,Grisban the Thirsty,10.0,10.0,1.25,4.0,"(9,13)",10.0,7.0,1.0,10.0,3.0,1.5,7.0,4.0,6.0,1.0,5.0,1.0,4.6,3.0,12.75,"(3,15)",8.0,12.0,5.0,1.0,1.0,1.0,"(2,5)",2.0,8.0,8.4,11.0,2.3333333333333335,11.0,8.0,11.75,5.0,"(2,7)",5.0,2.0,"(5,13)",6.0,10.0,4.0,4.0,9.0,3.0,6.4,5.0,2.0,8.0,2.3333333333333335,7.25,7.0,9.5,7.0,"(3,6)",5.4,12.0,2.0,"(4,12)",8.0,"(10,5)",2.0,9.0,2.0,3.0,4.0,8.0,2.0,5.2,1.75,1.0,6.0,7.2,6.75,2.3333333333333335,7.0,"(10,3)",Jain Fairwood,4.0,6.0,10.0,5.0,11.0,9.0,5.0,6.0,6.0,7.25,3.0,8.0,"(7,3)",5.75,9.0,5.0,"(4,8)",10.25,11.0,10.25,9.0,3.0,8.0,13.0,2.3333333333333335,"(4,7)",10.0,2.0,12.0,4.0,1.0,12.0,9.0,Widow Tarha,3.6666666666666665,"(8,3)",1.6666666666666667,6.0
-40543456,Descent2e,1,ROUND_OVER,182,13,5,3,1.0,7.2,8.0,3.0,Avric Albright,3.75,2.0,8.0,9.0,10.0,4.0,2.0,7.0,10.0,10.0,Grisban the Thirsty,10.0,9.0,1.5,7.0,"(8,11)",9.0,11.0,1.0,8.0,4.0,2.75,9.0,2.0,1.0,1.0,8.0,2.0,6.2,3.0,8.0,"(5,10)",5.0,7.0,1.0,2.0,1.0,1.0,"(3,10)",2.0,5.0,2.0,10.0,2.3333333333333335,8.75,10.0,8.0,2.0,"(4,9)",5.0,4.0,"(5,12)",8.0,6.0,4.0,7.0,8.0,5.0,3.0,8.333333333333334,1.5,11.0,2.6666666666666665,4.25,1.0,7.25,2.0,"(3,9)",1.6,9.0,5.0,"(3,8)",9.0,"(11,6)",2.25,5.0,2.0,5.0,6.0,9.0,3.0,6.2,1.5,1.0,7.0,9.2,8.0,4.0,3.0,"(9,3)",Jain Fairwood,4.0,5.0,8.0,7.0,9.0,3.75,9.0,9.0,7.0,3.75,3.0,4.0,"(7,3)",7.0,8.0,6.0,"(3,11)",7.25,10.0,7.25,5.0,4.0,5.0,12.0,4.333333333333333,"(4,7)",6.0,2.0,9.0,1.0,1.0,12.0,5.0,Widow Tarha,4.333333333333333,"(6,3)",3.0,9.0
-40543456,Descent2e,2,ROUND_OVER,261,12,5,3,1.0,6.2,8.0,8.0,Avric Albright,4.0,8.0,8.0,10.0,12.0,5.0,5.0,7.25,12.0,9.0,Grisban the Thirsty,10.0,11.0,8.25,6.0,"(8,11)",8.4,11.0,1.0,9.0,10.0,3.75,6.0,2.0,7.0,1.0,11.0,2.0,7.6,4.0,7.25,"(5,9)",7.0,6.0,1.0,2.0,1.0,3.0,"(4,10)",2.0,5.0,2.8,11.75,4.333333333333333,7.25,10.0,8.5,3.0,"(4,9)",5.25,6.0,"(5,14)",9.0,6.0,4.0,5.0,8.0,5.666666666666667,6.2,8.0,3.5,8.0,3.0,4.5,1.0,8.0,1.0,"(10,4)",2.8,12.0,7.0,"(3,8)",9.0,"(8,4)",4.25,6.0,10.0,4.0,1.0,9.0,2.0,7.0,3.25,6.0,2.0,5.4,8.25,3.0,7.0,"(8,2)",Jain Fairwood,1.0,2.0,8.0,7.0,9.0,4.0,9.0,9.25,7.0,4.25,9.0,8.5,"(11,4)",2.75,7.0,6.0,"(3,11)",9.0,10.0,8.5,7.0,7.0,12.0,11.0,5.333333333333333,"(4,7)",6.25,2.0,12.0,1.0,4.0,12.0,5.0,Widow Tarha,5.666666666666667,"(4,2)",5.0,10.0
-40543456,Descent2e,3,ROUND_OVER,338,13,5,3,2.0,6.8,7.0,9.0,Avric Albright,4.5,11.0,8.0,9.0,11.0,6.0,6.0,10.75,14.0,10.0,Grisban the Thirsty,7.0,13.0,8.75,9.0,"(7,11)",7.8,10.0,2.0,9.0,9.0,3.5,6.0,1.0,5.0,1.0,12.0,1.0,8.2,5.0,8.75,"(4,11)",7.0,8.0,2.0,3.0,1.0,2.0,"(4,10)",2.0,5.0,3.0,14.0,4.333333333333333,8.75,9.0,8.75,4.0,"(3,13)",6.75,7.0,"(5,17)",11.0,5.0,6.0,6.0,8.0,7.0,7.2,7.666666666666667,3.25,10.0,3.0,5.5,1.0,8.0,1.0,"(9,6)",3.6,15.0,7.0,"(3,8)",12.0,"(6,3)",3.5,6.0,11.0,4.0,2.0,10.0,2.0,8.2,5.0,7.0,4.0,7.0,7.75,3.0,6.0,"(8,3)",Jain Fairwood,2.0,3.0,10.0,7.0,9.0,4.75,9.0,8.75,8.0,4.5,8.0,7.75,"(10,4)",3.75,5.0,10.0,"(3,11)",9.25,10.0,9.75,7.0,7.0,11.0,14.0,7.0,"(5,9)",5.75,3.0,13.0,2.0,3.0,15.0,5.0,Widow Tarha,5.666666666666667,"(3,2)",5.0,8.0
-40543456,Descent2e,4,ROUND_OVER,379,13,5,3,3.0,7.6,7.0,9.0,Avric Albright,4.25,12.0,8.0,9.0,9.0,6.0,4.0,12.75,12.0,10.0,Grisban the Thirsty,8.0,11.0,9.5,7.0,"(7,10)",8.0,10.0,4.0,8.0,9.0,4.0,6.0,1.0,4.0,1.0,14.0,1.0,9.0,5.0,8.75,"(4,11)",6.0,8.0,1.0,3.0,1.0,2.0,"(4,10)",2.0,5.0,3.2,12.0,4.333333333333333,8.0,9.0,8.0,3.0,"(3,15)",8.75,9.0,"(6,15)",13.0,5.0,8.0,5.0,9.0,6.0,5.0,7.333333333333333,3.75,12.0,3.0,4.25,1.0,7.0,1.0,"(9,6)",4.2,13.0,7.0,"(3,8)",14.0,"(6,3)",4.0,6.0,12.0,4.0,2.0,12.0,2.0,9.0,6.25,8.0,4.0,7.8,7.75,3.0,7.0,"(8,3)",Jain Fairwood,2.0,3.0,9.0,7.0,10.0,4.5,8.0,8.75,10.0,5.5,8.0,7.0,"(10,4)",3.75,4.0,12.0,"(3,11)",8.5,10.0,9.0,6.0,7.0,9.0,12.0,5.333333333333333,"(5,11)",5.75,3.0,11.0,2.0,3.0,13.0,5.0,Widow Tarha,5.333333333333333,"(3,2)",5.0,9.0
-40543456,Descent2e,5,ROUND_OVER,452,11,5,3,2.0,6.4,6.0,10.0,Avric Albright,8.0,12.0,2.0,11.0,10.0,4.0,5.0,10.0,14.0,9.0,Grisban the Thirsty,9.0,12.0,7.0,11.0,"(7,5)",5.2,8.0,1.0,5.0,13.0,9.0,7.0,3.0,2.0,4.0,11.0,1.0,5.4,7.0,8.0,"(4,11)",1.0,7.0,3.0,4.0,2.0,1.0,"(6,3)",2.0,1.0,6.4,12.75,3.0,6.0,4.0,8.0,3.0,"(5,13)",11.0,13.0,"(8,16)",11.0,3.0,10.0,4.0,12.0,5.666666666666667,8.4,7.333333333333333,7.25,10.0,3.6666666666666665,6.0,2.0,2.5,2.0,"(9,6)",6.0,13.0,7.0,"(3,7)",11.0,"(7,4)",7.75,4.0,11.0,5.0,2.0,12.0,1.0,8.0,8.5,2.0,1.0,5.2,2.5,2.6666666666666665,7.0,"(9,2)",Jain Fairwood,2.0,2.0,10.0,1.0,13.0,6.75,9.0,3.75,12.0,5.0,11.0,6.75,"(8,4)",4.0,2.0,9.0,"(10,4)",6.5,10.0,7.5,1.0,6.0,13.0,12.0,8.333333333333334,"(4,14)",4.75,4.0,12.0,4.0,5.0,14.0,4.0,Widow Tarha,5.333333333333333,"(2,3)",6.0,7.0
-40543456,Descent2e,6,ROUND_OVER,533,13,5,3,2.0,7.8,6.0,10.0,Avric Albright,6.25,10.0,2.0,9.0,10.0,4.0,6.0,10.75,12.0,10.0,Grisban the Thirsty,9.0,7.0,6.75,12.0,"(6,5)",5.4,7.0,3.0,3.0,9.0,8.75,6.0,4.0,3.0,2.0,11.0,3.0,5.0,5.0,9.5,"(4,12)",1.0,8.0,3.0,4.0,3.0,3.0,"(7,5)",2.0,1.0,6.4,10.25,4.666666666666667,6.0,4.0,7.5,4.0,"(6,14)",12.0,12.0,"(10,14)",13.0,3.0,11.0,4.0,9.0,7.333333333333333,6.6,6.666666666666667,6.75,11.0,3.6666666666666665,7.25,2.0,2.5,1.0,"(9,6)",7.2,12.0,6.0,"(2,6)",12.0,"(7,4)",5.75,3.0,12.0,4.0,1.0,13.0,2.0,8.4,7.5,2.0,1.0,6.0,2.5,3.0,9.0,"(7,2)",Jain Fairwood,1.0,3.0,10.0,1.0,9.0,5.75,12.0,5.25,13.0,5.75,11.0,7.0,"(8,7)",3.5,1.0,9.0,"(9,9)",6.5,10.0,7.25,3.0,6.0,9.0,10.0,9.0,"(3,15)",5.0,6.0,10.0,5.0,4.0,12.0,4.0,Widow Tarha,6.333333333333333,"(3,2)",4.666666666666667,7.0
-40543456,Descent2e,7,ROUND_OVER,634,13,5,3,5.0,9.8,7.0,10.0,Avric Albright,7.75,9.0,6.0,7.0,9.0,3.0,7.0,10.75,9.0,4.0,Grisban the Thirsty,10.0,4.0,5.0,9.0,"(5,4)",7.8,11.0,3.0,4.0,8.0,6.5,9.0,2.0,1.0,6.0,11.0,3.0,6.6,5.0,3.5,"(5,6)",2.0,2.0,7.0,3.0,2.0,5.0,"(6,5)",2.0,4.0,7.0,7.5,5.0,6.0,3.0,5.0,1.0,"(6,14)",12.75,11.0,"(7,11)",12.0,2.0,11.0,2.0,11.0,5.0,4.2,4.0,8.5,14.0,3.6666666666666665,10.0,1.0,3.0,1.0,"(8,11)",8.8,8.0,6.0,"(2,5)",12.0,"(9,2)",4.5,1.0,7.0,6.0,4.0,14.0,2.0,8.6,5.0,2.0,3.0,9.8,3.0,4.333333333333333,11.0,"(7,2)",Jain Fairwood,3.0,3.0,12.0,3.0,6.0,3.0,9.0,9.5,14.0,8.0,11.0,6.0,"(8,7)",7.5,1.0,9.0,"(8,13)",4.5,12.0,3.25,4.0,5.0,7.0,9.0,7.666666666666667,"(3,16)",4.75,2.0,6.0,4.0,4.0,9.0,1.0,Widow Tarha,4.0,"(3,4)",5.0,7.0
-40543456,Descent2e,8,GAME_OVER,636,0,5,3,5.0,9.8,7.0,10.0,Avric Albright,7.75,9.0,6.0,7.0,9.0,3.0,7.0,10.75,9.0,4.0,Grisban the Thirsty,10.0,4.0,5.0,9.0,"(5,4)",7.8,11.0,3.0,4.0,8.0,6.5,9.0,2.0,1.0,6.0,11.0,3.0,6.6,5.0,3.5,"(5,6)",2.0,2.0,7.0,3.0,2.0,5.0,"(6,5)",2.0,4.0,7.0,7.5,5.0,6.0,3.0,5.0,1.0,"(6,14)",12.75,11.0,"(7,11)",12.0,2.0,11.0,2.0,11.0,5.0,4.2,4.0,8.5,14.0,3.6666666666666665,10.0,1.0,3.0,1.0,"(8,11)",8.8,8.0,6.0,"(2,5)",12.0,"(9,2)",4.5,1.0,7.0,6.0,4.0,14.0,2.0,8.6,5.0,2.0,3.0,9.8,3.0,4.333333333333333,11.0,"(7,2)",Jain Fairwood,3.0,3.0,12.0,3.0,6.0,3.0,9.0,9.5,14.0,8.0,11.0,6.0,"(8,7)",7.5,1.0,9.0,"(8,13)",4.5,12.0,3.25,4.0,5.0,7.0,9.0,7.666666666666667,"(3,16)",4.75,2.0,6.0,4.0,4.0,9.0,1.0,Widow Tarha,4.0,"(3,4)",5.0,7.0
1150348171,Descent2e,0,ROUND_OVER,130,13,5,4,1.0,6.2,10.0,6.0,Jain Fairwood,2.0,6.0,5.0,4.0,7.0,8.0,2.0,8.0,10.0,10.0,Syndrael,2.0,5.0,2.75,4.0,"(5,12)",5.2,8.0,2.0,12.0,4.0,2.25,8.0,0.0,3.0,1.0,7.0,1.0,5.8,4.0,8.0,"(4,10)",9.0,7.0,1.0,1.0,1.0,1.0,"(2,4)",3.0,5.0,3.4,6.0,2.6666666666666665,7.0,9.0,8.0,0.0,"(5,10)",6.75,3.0,"(3,8)",10.0,6.0,6.0,2.0,4.0,1.6666666666666667,2.0,2.6666666666666665,3.5,7.0,3.3333333333333335,3.0,1.0,10.0,4.0,"(3,5)",3.6,12.0,3.0,"(3,10)",10.0,"(8,4)",2.5,8.0,5.0,3.0,5.0,8.0,1.0,8.8,4.0,1.0,5.0,5.8,6.75,2.3333333333333335,6.0,"(8,7)",Avric Albright,5.0,5.0,5.0,6.0,8.0,6.0,2.0,6.0,9.0,1.75,6.0,5.0,"(8,3)",5.75,2.0,7.0,"(3,8)",7.0,8.0,10.0,5.0,4.0,4.0,9.0,2.6666666666666665,"(2,7)",8.0,1.0,9.0,2.0,3.0,8.0,7.0,Widow Tarha,1.6666666666666667,"(11,5)",3.0,2.0
1150348171,Descent2e,1,ROUND_OVER,205,11,5,4,7.0,6.2,8.0,9.0,Jain Fairwood,7.5,8.0,1.0,3.0,3.0,1.0,1.0,2.5,10.0,9.0,Syndrael,10.0,5.0,4.75,3.0,"(5,11)",6.6,7.0,5.0,10.0,6.0,4.5,7.0,6.0,0.0,3.0,7.0,2.0,5.0,6.0,8.0,"(4,10)",8.0,7.0,2.0,1.0,5.0,1.0,"(2,4)",3.0,5.0,5.6,6.0,2.3333333333333335,6.5,7.0,8.5,0.0,"(10,7)",6.5,8.0,"(4,8)",7.0,7.0,5.0,1.0,9.0,1.3333333333333333,3.8,2.0,5.0,5.0,4.333333333333333,2.75,2.0,9.0,4.0,"(4,8)",4.6,9.0,3.0,"(4,9)",4.0,"(7,3)",5.25,6.0,7.0,6.0,5.0,7.0,2.0,5.0,7.0,2.0,1.0,4.0,6.5,3.6666666666666665,8.0,"(7,9)",Avric Albright,2.0,3.0,4.0,5.0,7.0,5.5,2.0,3.75,7.0,8.5,8.0,1.5,"(9,5)",6.0,3.0,1.0,"(6,2)",7.5,10.0,7.5,6.0,4.0,7.0,8.0,2.0,"(2,7)",7.0,1.0,9.0,1.0,1.0,7.0,6.0,Widow Tarha,1.3333333333333333,"(9,6)",2.3333333333333335,2.0
1150348171,Descent2e,2,ROUND_OVER,261,11,5,4,7.0,7.6,10.0,7.0,Jain Fairwood,4.25,8.0,3.0,2.0,7.0,1.0,1.0,3.25,10.0,8.0,Syndrael,8.0,6.0,3.75,2.0,"(5,9)",5.6,7.0,4.0,10.0,5.0,3.0,9.0,3.0,5.0,5.0,8.0,1.0,4.4,9.0,6.75,"(3,7)",7.0,6.0,4.0,1.0,1.0,2.0,"(3,9)",4.0,6.0,4.2,7.0,4.0,6.5,10.0,9.25,1.0,"(10,7)",4.25,6.0,"(3,8)",7.0,8.0,2.0,1.0,5.0,1.3333333333333333,4.6,1.6666666666666667,6.5,7.0,6.666666666666667,5.25,2.0,8.0,1.0,"(6,2)",5.4,7.0,5.0,"(4,9)",5.0,"(9,2)",3.0,6.0,7.0,9.0,3.0,10.0,2.0,4.0,5.25,1.0,2.0,4.0,8.0,5.333333333333333,8.0,"(7,11)",Avric Albright,3.0,4.0,6.0,7.0,2.0,1.5,2.0,4.25,8.0,7.5,8.0,6.25,"(10,4)",5.25,2.0,1.0,"(6,4)",7.5,8.0,6.5,7.0,7.0,7.0,7.0,1.3333333333333333,"(7,3)",8.0,1.0,8.0,1.0,3.0,9.0,7.0,Widow Tarha,1.6666666666666667,"(9,7)",4.0,2.0
1150348171,Descent2e,3,ROUND_OVER,319,13,5,4,7.0,7.4,10.0,7.0,Jain Fairwood,2.0,8.0,7.0,3.0,5.0,2.0,1.0,3.5,10.0,8.0,Syndrael,8.0,6.0,4.0,2.0,"(2,6)",4.2,10.0,3.0,9.0,8.0,4.25,6.0,1.0,4.0,2.0,9.0,3.0,6.2,9.0,7.0,"(3,7)",7.0,6.0,2.0,1.0,2.0,2.0,"(3,9)",6.0,6.0,3.4,7.25,3.6666666666666665,6.5,10.0,9.0,1.0,"(10,7)",6.0,6.0,"(3,8)",7.0,8.0,5.0,1.0,3.0,2.0,3.4,2.0,4.75,7.0,7.333333333333333,2.75,2.0,8.0,1.0,"(7,5)",3.8,7.0,7.0,"(4,9)",5.0,"(9,2)",4.75,6.0,5.0,9.0,2.0,10.0,2.0,4.8,6.25,3.0,3.0,5.4,8.25,4.666666666666667,8.0,"(7,11)",Avric Albright,2.0,4.0,4.0,7.0,3.0,1.75,3.0,8.25,7.0,7.5,8.0,4.5,"(11,5)",3.75,2.0,2.0,"(5,9)",8.5,8.0,6.5,8.0,6.0,7.0,7.0,1.3333333333333333,"(4,5)",8.25,1.0,9.0,1.0,2.0,9.0,7.0,Widow Tarha,1.3333333333333333,"(9,4)",3.6666666666666665,2.0
1150348171,Descent2e,4,ROUND_OVER,384,11,5,4,6.0,7.4,9.0,6.0,Jain Fairwood,4.75,9.0,3.0,4.0,5.0,2.0,1.0,3.25,10.0,8.0,Syndrael,7.0,6.0,4.75,4.0,"(3,4)",5.0,10.0,3.0,9.0,8.0,7.75,5.0,4.0,3.0,1.0,10.0,7.0,4.8,10.0,6.25,"(4,6)",6.0,5.0,2.0,1.0,1.0,3.0,"(7,3)",3.0,5.0,4.0,7.75,4.333333333333333,5.75,9.0,9.0,2.0,"(10,7)",8.75,9.0,"(3,8)",9.0,8.0,8.0,2.0,6.0,1.6666666666666667,5.0,3.0,4.0,8.0,6.333333333333333,3.75,3.0,7.25,3.0,"(7,7)",4.6,7.0,7.0,"(3,7)",5.0,"(9,2)",4.75,5.0,7.0,10.0,2.0,10.0,4.0,5.2,5.25,3.0,2.0,4.6,5.25,7.0,7.0,"(10,12)",Avric Albright,1.0,5.0,6.0,2.0,5.0,4.0,3.0,6.25,10.0,6.75,7.0,4.0,"(11,6)",4.0,4.0,1.0,"(6,2)",7.75,7.0,6.0,7.0,6.0,7.0,6.0,2.3333333333333335,"(3,10)",7.25,1.0,8.0,3.0,3.0,10.0,6.0,Widow Tarha,1.6666666666666667,"(8,9)",4.333333333333333,2.0
1150348171,Descent2e,5,ROUND_OVER,468,13,5,4,6.0,6.2,10.0,6.0,Jain Fairwood,1.25,11.0,2.0,2.0,5.0,4.0,1.0,3.75,9.0,7.0,Syndrael,8.0,2.0,4.0,2.0,"(4,8)",4.2,8.0,4.0,9.0,6.0,8.25,7.0,1.0,2.0,1.0,10.0,5.0,4.6,6.0,4.75,"(4,6)",3.0,1.0,3.0,1.0,3.0,4.0,"(7,3)",1.0,1.0,3.6,5.75,5.666666666666667,2.5,8.0,7.5,1.0,"(10,7)",8.0,11.0,"(3,7)",8.0,6.0,7.0,1.0,2.0,2.0,4.0,1.3333333333333333,4.5,7.0,4.0,4.5,1.0,6.5,3.0,"(6,4)",4.8,10.0,7.0,"(4,9)",5.0,"(5,5)",4.5,7.0,8.0,6.0,1.0,8.0,4.0,6.8,6.25,1.0,1.0,3.4,4.75,5.0,8.0,"(10,10)",Avric Albright,2.0,3.0,6.0,2.0,6.0,4.5,3.0,5.5,10.0,7.0,9.0,3.5,"(9,4)",4.25,1.0,3.0,"(4,7)",6.0,7.0,8.5,5.0,7.0,7.0,4.0,1.3333333333333333,"(4,12)",7.5,1.0,7.0,2.0,1.0,8.0,4.0,Widow Tarha,2.0,"(10,11)",4.666666666666667,3.0
