GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Goblin Master Nearest Hero,Barghest Master Average Goblin,Hero 3 Farthest Barghest,Hero 2 Farthest Goblin,Hero 4 Name,Goblin Minion 4 Average Hero,Goblin Master Farthest Goblin,Goblin Minion 4 Nearest Barghest,Hero 1 Farthest Hero,Goblin Minion 3 Farthest Hero,Barghest Minion 3 Nearest Goblin,Hero 4 Nearest Hero,Goblin Master Average Barghest,Barghest Master Farthest Hero,Hero 2 Farthest Barghest,Hero 3 Name,Goblin Master Farthest Hero,Hero 4 Nearest Barghest,Goblin Minion 3 Average Goblin,Hero 4 Farthest Hero,Hero 1 Position,Hero 1 Average Goblin,Goblin Minion 4 Farthest Barghest,Goblin Master Nearest Goblin,Hero 1 Farthest Barghest,Goblin Minion 4 Farthest Goblin,Goblin Minion 2 Average Goblin,Goblin Minion 3 Farthest Barghest,Goblin Minion 4 Nearest Hero,Goblin Minion 3 Nearest Hero,Goblin Minion 1 Nearest Goblin,Barghest Minion 1 Farthest Goblin,Goblin Minion 2 Nearest Goblin,Barghest Minion 1 Average Goblin,Barghest Master Farthest Barghest,Hero 2 Average Barghest,Hero 2 Position,Hero 1 Nearest Barghest,Hero 2 Nearest Barghest,Goblin Minion 2 Nearest Hero,Hero 3 Nearest Hero,Goblin Minion 4 Nearest Goblin,Barghest Minion 1 Nearest Barghest,Goblin Minion 1 Position,Barghest Master Nearest Barghest,Barghest Minion 2 Nearest Hero,Hero 2 Average Goblin,Hero 4 Average Barghest,Barghest Minion 1 Average Barghest,Barghest Minion 2 Average Hero,Goblin Minion 1 Farthest Barghest,Barghest Master Average Hero,Hero 4 Nearest Goblin,Goblin Master Position,Goblin Minion 2 Average Barghest,Goblin Minion 2 Farthest Goblin,Hero 4 Position,Barghest Minion 3 Farthest Goblin,Barghest Master Nearest Hero,Goblin Minion 2 Nearest Barghest,Hero 1 Nearest Hero,Goblin Minion 4 Farthest Hero,Hero 3 Average Hero,Hero 4 Average Goblin,Hero 1 Average Hero,Goblin Minion 1 Average Goblin,Barghest Minion 2 Farthest Goblin,Barghest Master Average Barghest,Goblin Minion 2 Average Hero,Hero 2 Nearest Goblin,Hero 1 Average Barghest,Goblin Minion 1 Nearest Hero,Goblin Minion 3 Position,Hero 3 Average Goblin,Barghest Minion 3 Farthest Hero,Barghest Minion 3 Farthest Barghest,Hero 3 Position,Goblin Master Farthest Barghest,Barghest Minion 2 Position,Goblin Minion 4 Average Goblin,Barghest Minion 3 Nearest Hero,Goblin Minion 3 Farthest Goblin,Barghest Minion 2 Farthest Barghest,Goblin Minion 3 Nearest Barghest,Barghest Master Farthest Goblin,Barghest Minion 2 Nearest Barghest,Barghest Minion 3 Average Goblin,Goblin Master Average Goblin,Goblin Minion 3 Nearest Goblin,Barghest Minion 2 Nearest Goblin,Barghest Minion 2 Average Goblin,Goblin Minion 1 Average Barghest,Barghest Minion 2 Average Barghest,Hero 3 Farthest Goblin,Barghest Master Position,Hero 1 Name,Barghest Minion 1 Nearest Goblin,Barghest Master Nearest Goblin,Goblin Minion 2 Farthest Hero,Goblin Minion 1 Nearest Barghest,Goblin Minion 1 Farthest Hero,Goblin Minion 1 Average Hero,Hero 3 Farthest Hero,Goblin Minion 4 Average Barghest,Goblin Minion 2 Farthest Barghest,Goblin Master Average Hero,Goblin Minion 1 Farthest Goblin,Goblin Minion 3 Average Hero,Barghest Minion 1 Position,Goblin Minion 3 Average Barghest,Hero 1 Nearest Goblin,Goblin Master Nearest Barghest,Goblin Minion 4 Position,Barghest Minion 1 Average Hero,Hero 1 Farthest Goblin,Barghest Minion 3 Average Hero,Barghest Minion 1 Nearest Hero,Barghest Minion 1 Farthest Barghest,Hero 4 Farthest Goblin,Barghest Minion 2 Farthest Hero,Hero 4 Average Hero,Goblin Minion 2 Position,Hero 3 Average Barghest,Hero 2 Nearest Hero,Barghest Minion 1 Farthest Hero,Hero 3 Nearest Goblin,Barghest Minion 3 Nearest Barghest,Hero 4 Farthest Barghest,Hero 3 Nearest Barghest,Hero 2 Name,Hero 2 Average Hero,Barghest Minion 3 Position,Barghest Minion 3 Average Barghest,Hero 2 Farthest Hero
1150348171,Descent2e,6,ROUND_OVER,548,11,5,4,5.0,7.6,11.0,6.0,Jain Fairwood,3.5,9.0,6.0,6.0,7.0,1.0,1.0,3.0,8.0,7.0,Syndrael,11.0,1.0,4.5,9.0,"(3,11)",6.4,9.0,4.0,9.0,9.0,4.75,8.0,1.0,1.0,1.0,6.0,1.0,3.2,7.0,4.666666666666667,"(4,6)",7.0,2.0,3.0,3.0,3.0,3.0,"(7,3)",4.0,,3.6,3.6666666666666665,5.0,,8.0,7.0,2.0,"(10,7)",5.333333333333333,8.0,"(5,5)",8.0,6.0,2.0,3.0,5.0,6.666666666666667,3.4,4.666666666666667,4.0,,5.5,7.0,1.0,8.0,2.0,"(5,7)",9.0,11.0,4.0,"(3,14)",4.0,,6.75,4.0,6.0,,3.0,9.0,,4.6,6.0,3.0,,,4.333333333333333,,12.0,"(8,11)",Avric Albright,1.0,4.0,12.0,1.0,11.0,6.0,9.0,7.666666666666667,9.0,8.0,7.0,3.5,"(6,4)",5.333333333333333,1.0,1.0,"(4,10)",5.0,10.0,7.25,1.0,7.0,5.0,,5.333333333333333,"(6,2)",9.333333333333334,1.0,10.0,4.0,3.0,6.0,7.0,Widow Tarha,4.666666666666667,"(9,7)",3.5,8.0
1150348171,Descent2e,7,ROUND_OVER,614,10,5,4,5.0,4.0,10.0,6.0,Jain Fairwood,7.25,10.0,2.0,8.0,6.0,4.0,1.0,3.0,12.0,7.0,Syndrael,11.0,5.0,8.5,8.0,"(3,13)",8.6,8.0,3.0,12.0,9.0,3.5,10.0,4.0,1.0,2.0,,2.0,,6.0,6.5,"(4,6)",7.0,6.0,2.0,2.0,2.0,,"(7,3)",6.0,,4.4,5.5,,,8.0,8.25,2.0,"(10,7)",4.5,7.0,"(5,5)",8.0,5.0,3.0,2.0,11.0,4.333333333333333,3.8,5.666666666666667,4.0,,6.0,5.25,3.0,9.5,2.0,"(4,11)",7.0,8.0,6.0,"(3,11)",4.0,,4.25,6.0,10.0,,8.0,10.0,,6.8,5.25,7.0,,,5.5,,10.0,"(10,5)",Avric Albright,,2.0,9.0,3.0,10.0,5.75,6.0,5.0,6.0,8.0,8.0,3.5,,9.0,2.0,2.0,"(9,3)",,11.0,7.0,,,6.0,,5.0,"(7,5)",9.0,1.0,,1.0,6.0,6.0,8.0,Widow Tarha,4.333333333333333,"(10,11)",6.0,7.0
1150348171,Descent2e,8,ROUND_OVER,655,10,5,4,4.0,4.4,10.0,5.0,Jain Fairwood,5.5,7.0,3.0,7.0,10.0,3.0,1.0,3.0,11.0,7.0,Syndrael,10.0,5.0,4.75,7.0,"(4,12)",7.8,8.0,5.0,11.0,5.0,4.5,8.0,2.0,4.0,3.0,,3.0,,6.0,6.5,"(4,6)",7.0,6.0,1.0,1.0,2.0,,"(2,7)",6.0,,3.2,5.5,,,9.0,8.0,2.0,"(9,8)",7.0,6.0,"(5,5)",9.0,5.0,6.0,1.0,9.0,4.0,3.0,4.666666666666667,5.5,,6.0,3.0,1.0,9.0,2.0,"(9,3)",7.0,8.0,6.0,"(3,11)",3.0,,4.0,6.0,7.0,,2.0,8.0,,7.2,5.75,2.0,,,8.5,,10.0,"(10,5)",Avric Albright,,2.0,5.0,8.0,5.0,3.5,6.0,5.5,8.0,7.25,7.0,7.0,,5.0,5.0,3.0,"(7,3)",,10.0,7.0,,,4.0,,4.666666666666667,"(5,7)",9.0,1.0,,4.0,6.0,6.0,8.0,Widow Tarha,4.0,"(10,11)",6.0,6.0
1150348171,Descent2e,9,ROUND_OVER,709,10,5,4,4.0,5.2,12.0,5.0,Jain Fairwood,4.0,7.0,7.0,8.0,10.0,1.0,1.0,2.5,13.0,7.0,Syndrael,10.0,5.0,4.25,9.0,"(3,13)",8.6,7.0,1.0,13.0,6.0,5.5,4.0,1.0,3.0,3.0,,5.0,,5.0,6.5,"(4,6)",9.0,6.0,4.0,3.0,3.0,,"(2,7)",5.0,,3.4,5.5,,,9.0,9.5,2.0,"(9,8)",4.0,7.0,"(5,5)",8.0,6.0,2.0,3.0,7.0,6.666666666666667,3.2,6.0,5.75,,5.0,8.0,1.0,11.0,2.0,"(8,8)",8.4,9.0,5.0,"(6,14)",4.0,,4.75,5.0,6.0,,2.0,9.0,,4.8,4.75,1.0,,,8.5,,12.0,"(11,4)",Avric Albright,,2.0,12.0,8.0,7.0,4.5,9.0,7.0,6.0,6.75,7.0,6.25,,3.0,6.0,1.0,"(5,7)",,11.0,6.75,,,4.0,,6.0,"(9,3)",9.5,1.0,,7.0,5.0,6.0,7.0,Widow Tarha,5.333333333333333,"(10,9)",5.0,8.0
1150348171,Descent2e,10,ROUND_OVER,756,11,5,4,5.0,5.2,13.0,5.0,Jain Fairwood,4.25,7.0,7.0,10.0,9.0,1.0,2.0,2.5,13.0,7.0,Syndrael,9.0,8.0,4.25,8.0,"(6,16)",9.4,7.0,1.0,12.0,6.0,5.5,4.0,1.0,4.0,3.0,,5.0,,5.0,6.5,"(4,6)",7.0,6.0,5.0,3.0,3.0,,"(2,7)",5.0,,3.4,8.0,,,9.0,10.0,1.0,"(9,8)",4.0,7.0,"(4,8)",8.0,7.0,2.0,3.0,9.0,5.0,4.4,7.0,5.75,,5.0,8.75,1.0,9.5,2.0,"(8,8)",8.2,8.0,5.0,"(4,13)",4.0,,4.75,6.0,6.0,,2.0,9.0,,4.8,4.75,1.0,,,8.5,,11.0,"(11,4)",Avric Albright,,2.0,13.0,8.0,9.0,4.75,7.0,7.0,6.0,7.25,7.0,6.75,,3.0,8.0,1.0,"(5,7)",,13.0,7.25,,,7.0,,5.0,"(9,3)",10.5,2.0,,6.0,5.0,8.0,8.0,Widow Tarha,6.333333333333333,"(10,9)",5.0,10.0
1150348171,Descent2e,11,ROUND_OVER,828,10,5,4,5.0,4.8,14.0,8.0,Jain Fairwood,5.0,9.0,10.0,13.0,10.0,1.0,6.0,6.5,13.0,3.0,Syndrael,10.0,8.0,5.75,8.0,"(9,16)",9.2,10.0,3.0,12.0,9.0,6.25,4.0,2.0,5.0,1.0,,1.0,,1.0,3.0,"(7,3)",11.0,3.0,2.0,6.0,8.0,,"(9,3)",1.0,,5.0,8.0,,,2.0,8.75,2.0,"(8,11)",2.5,9.0,"(4,9)",10.0,3.0,2.0,6.0,8.0,8.0,6.6,9.0,5.75,,1.0,9.0,2.0,11.5,2.0,"(8,8)",9.4,14.0,1.0,"(3,15)",7.0,,8.75,3.0,9.0,,3.0,10.0,,4.8,7.0,3.0,,,1.5,,13.0,"(10,5)",Avric Albright,,2.0,14.0,1.0,13.0,8.75,12.0,10.0,3.0,7.5,9.0,7.5,,3.5,5.0,6.0,"(4,11)",,14.0,9.25,,,10.0,,6.666666666666667,"(9,2)",13.5,6.0,,4.0,1.0,8.0,13.0,Widow Tarha,10.333333333333334,"(10,4)",1.0,13.0
1150348171,Descent2e,12,ROUND_OVER,899,10,5,4,2.0,5.6,12.0,10.0,Jain Fairwood,6.0,9.0,3.0,10.0,10.0,1.0,5.0,7.5,11.0,2.0,Syndrael,9.0,5.0,7.25,10.0,"(10,12)",5.4,4.0,2.0,9.0,6.0,6.5,10.0,4.0,1.0,1.0,,1.0,,3.0,1.5,"(7,3)",8.0,1.0,2.0,5.0,4.0,,"(9,3)",3.0,,5.2,5.5,,,3.0,6.5,6.0,"(8,11)",2.5,11.0,"(5,8)",9.0,1.0,2.0,5.0,9.0,7.333333333333333,7.2,8.0,5.75,,3.0,7.5,2.0,8.5,2.0,"(9,13)",8.4,12.0,3.0,"(5,14)",8.0,,4.75,2.0,11.0,,9.0,10.0,,4.4,5.75,2.0,,,2.0,,12.0,"(6,3)",Avric Albright,,3.0,12.0,1.0,12.0,7.25,11.0,3.5,3.0,6.0,10.0,6.0,,9.5,1.0,7.0,"(9,7)",,10.0,7.0,,,9.0,,7.0,"(9,2)",11.5,5.0,,4.0,3.0,6.0,11.0,Widow Tarha,8.333333333333334,"(9,4)",3.0,11.0
1150348171,Descent2e,13,ROUND_OVER,952,10,5,4,1.0,7.0,8.0,8.0,Jain Fairwood,6.5,9.0,3.0,8.0,10.0,2.0,4.0,8.0,8.0,5.0,Syndrael,8.0,2.0,4.5,7.0,"(9,10)",5.8,7.0,6.0,8.0,9.0,3.5,5.0,2.0,1.0,1.0,,2.0,,4.0,3.0,"(7,3)",6.0,1.0,2.0,5.0,1.0,,"(9,3)",4.0,,3.0,2.5,,,7.0,5.5,5.0,"(8,11)",5.0,6.0,"(3,7)",7.0,2.0,3.0,7.0,10.0,7.333333333333333,6.2,7.333333333333333,3.5,,4.0,5.75,1.0,7.0,2.0,"(6,2)",9.4,8.0,4.0,"(5,12)",9.0,,4.0,1.0,9.0,,2.0,9.0,,3.6,8.0,3.0,,,5.0,,10.0,"(2,5)",Avric Albright,,5.0,10.0,3.0,10.0,6.25,9.0,5.0,7.0,6.0,8.0,6.0,,3.5,1.0,7.0,"(9,2)",,8.0,4.5,,,8.0,,5.333333333333333,"(9,5)",7.5,4.0,,7.0,4.0,3.0,7.0,Widow Tarha,6.666666666666667,"(6,4)",4.0,9.0
1150348171,Descent2e,14,ROUND_OVER,1015,11,5,4,2.0,6.8,8.0,9.0,Jain Fairwood,4.5,10.0,1.0,9.0,9.0,1.0,4.0,9.5,8.0,5.0,Syndrael,9.0,1.0,4.5,7.0,"(9,10)",5.6,5.0,7.0,8.0,8.0,3.5,5.0,1.0,1.0,2.0,,2.0,,4.0,3.0,"(7,3)",7.0,1.0,2.0,5.0,2.0,,"(9,3)",4.0,,3.0,2.0,,,7.0,5.0,4.0,"(9,12)",5.0,7.0,"(3,6)",9.0,1.0,3.0,7.0,7.0,7.333333333333333,5.8,7.666666666666667,4.0,,4.0,5.5,1.0,7.5,2.0,"(6,2)",8.2,8.0,4.0,"(3,11)",10.0,,3.5,1.0,10.0,,1.0,10.0,,3.4,8.5,2.0,,,5.0,,9.0,"(2,5)",Avric Albright,,5.0,9.0,3.0,9.0,6.0,9.0,3.0,7.0,6.75,9.0,5.5,,3.0,2.0,9.0,"(7,4)",,8.0,4.75,,,9.0,,5.333333333333333,"(9,5)",7.0,4.0,,7.0,4.0,3.0,6.0,Widow Tarha,6.333333333333333,"(6,3)",4.0,8.0
1150348171,Descent2e,15,ROUND_OVER,1070,11,5,4,1.0,5.2,4.0,9.0,Jain Fairwood,4.25,10.0,3.0,8.0,9.0,5.0,1.0,8.5,7.0,4.0,Syndrael,9.0,1.0,6.0,8.0,"(10,11)",5.8,5.0,3.0,8.0,10.0,5.75,5.0,1.0,1.0,1.0,,3.0,,2.0,4.0,"(8,3)",7.0,4.0,2.0,1.0,6.0,,"(9,3)",2.0,,4.4,2.0,,,5.0,3.5,2.0,"(9,12)",5.5,7.0,"(3,6)",9.0,1.0,5.0,8.0,9.0,4.333333333333333,5.8,8.0,5.5,,2.0,5.0,1.0,7.5,1.0,"(9,2)",5.2,8.0,2.0,"(4,7)",9.0,,7.25,3.0,10.0,,5.0,8.0,,6.0,8.0,1.0,,,5.0,,9.0,"(4,5)",Avric Albright,,3.0,6.0,5.0,8.0,5.0,8.0,4.0,6.0,7.0,9.0,5.25,,5.0,1.0,8.0,"(4,8)",,9.0,4.75,,,9.0,,4.666666666666667,"(9,9)",3.0,4.0,,1.0,2.0,3.0,2.0,Widow Tarha,5.666666666666667,"(4,3)",2.0,8.0
1150348171,Descent2e,16,ROUND_OVER,1115,11,5,4,1.0,7.0,5.0,9.0,Jain Fairwood,5.5,9.0,6.0,8.0,8.0,6.0,2.0,10.0,9.0,6.0,Syndrael,9.0,2.0,6.0,8.0,"(10,11)",6.0,7.0,3.0,9.0,9.0,5.75,8.0,2.0,2.0,1.0,,3.0,,2.0,5.0,"(8,3)",9.0,4.0,3.0,2.0,7.0,,"(9,3)",2.0,,4.8,2.5,,,7.0,5.25,4.0,"(9,12)",7.0,8.0,"(3,5)",10.0,3.0,7.0,8.0,10.0,4.666666666666667,6.4,8.0,5.75,,2.0,5.25,1.0,9.0,1.0,"(10,3)",5.6,9.0,2.0,"(4,7)",10.0,,8.0,2.0,9.0,,6.0,10.0,,7.6,7.5,1.0,,,6.0,,9.0,"(4,2)",Avric Albright,,5.0,6.0,5.0,8.0,5.0,8.0,6.5,7.0,7.0,9.0,5.75,,7.0,1.0,10.0,"(3,9)",,10.0,5.25,,,9.0,,5.0,"(7,9)",4.5,4.0,,2.0,2.0,3.0,4.0,Widow Tarha,5.666666666666667,"(2,3)",2.0,8.0
1150348171,Descent2e,17,ROUND_OVER,1180,10,5,4,1.0,5.0,6.0,9.0,Jain Fairwood,8.25,11.0,8.0,8.0,6.0,2.0,4.0,6.5,8.0,5.0,Syndrael,8.0,0.0,4.5,8.0,"(10,11)",6.0,10.0,2.0,9.0,11.0,5.75,5.0,6.0,1.0,3.0,,4.0,,2.0,4.5,"(7,4)",8.0,4.0,3.0,1.0,8.0,,"(4,5)",2.0,,4.0,1.0,,,2.0,4.25,1.0,"(9,3)",6.5,8.0,"(3,5)",10.0,0.0,6.0,7.0,10.0,4.333333333333333,5.0,7.333333333333333,5.25,,2.0,4.75,1.0,8.5,1.0,"(7,5)",4.2,9.0,2.0,"(8,4)",7.0,,9.0,2.0,9.0,,4.0,8.0,,6.2,6.0,2.0,,,1.5,,10.0,"(3,5)",Avric Albright,,1.0,6.0,1.0,7.0,3.75,7.0,9.0,7.0,4.25,8.0,3.0,,4.5,3.0,6.0,"(5,13)",,8.0,5.5,,,8.0,,5.666666666666667,"(7,9)",5.5,1.0,,1.0,2.0,2.0,5.0,Widow Tarha,4.0,"(2,3)",2.0,7.0
1150348171,Descent2e,18,ROUND_OVER,1229,11,5,4,1.0,5.8,6.0,11.0,Jain Fairwood,9.75,12.0,10.0,10.0,7.0,2.0,4.0,5.0,9.0,4.0,Syndrael,9.0,1.0,5.25,9.0,"(9,12)",5.8,12.0,2.0,9.0,12.0,6.5,4.0,4.0,1.0,2.0,,5.0,,2.0,4.0,"(7,4)",9.0,4.0,1.0,2.0,5.0,,"(5,4)",2.0,,4.4,1.0,,,2.0,5.0,2.0,"(8,3)",8.0,8.0,"(3,4)",12.0,1.0,8.0,8.0,13.0,6.0,6.0,9.0,5.75,,2.0,6.25,1.0,9.0,2.0,"(7,5)",6.0,9.0,2.0,"(9,2)",5.0,,9.75,1.0,11.0,,4.0,10.0,,6.2,6.25,2.0,,,2.0,,13.0,"(3,5)",Avric Albright,,2.0,9.0,2.0,8.0,4.0,10.0,11.0,8.0,4.0,11.0,3.75,,4.0,1.0,5.0,"(5,15)",,9.0,5.0,,,11.0,,6.333333333333333,"(9,11)",6.0,2.0,,1.0,2.0,1.0,6.0,Widow Tarha,4.666666666666667,"(3,3)",2.0,8.0
1150348171,Descent2e,19,ROUND_OVER,1289,11,5,4,1.0,5.4,6.0,10.0,Jain Fairwood,7.75,11.0,11.0,7.0,5.0,1.0,4.0,4.5,7.0,4.0,Syndrael,7.0,1.0,3.5,7.0,"(9,10)",5.2,11.0,2.0,7.0,11.0,3.75,4.0,4.0,1.0,2.0,,1.0,,2.0,3.5,"(7,4)",7.0,3.0,2.0,2.0,8.0,,"(5,4)",2.0,,3.2,1.0,,,2.0,4.5,2.0,"(8,3)",4.5,8.0,"(3,4)",11.0,1.0,4.0,2.0,11.0,4.0,5.4,5.0,4.5,,2.0,3.25,1.0,7.0,2.0,"(7,5)",4.2,7.0,2.0,"(9,8)",5.0,,9.5,1.0,9.0,,3.0,11.0,,4.6,4.75,1.0,,,1.5,,6.0,"(3,5)",Avric Albright,,2.0,5.0,1.0,6.0,3.75,6.0,11.0,5.0,4.5,10.0,3.25,,3.5,4.0,4.0,"(7,14)",,7.0,4.25,,,11.0,,5.666666666666667,"(8,6)",6.0,4.0,,2.0,2.0,1.0,6.0,Widow Tarha,4.666666666666667,"(4,3)",2.0,6.0
1150348171,Descent2e,20,GAME_OVER,1290,0,5,4,1.0,5.4,6.0,10.0,Jain Fairwood,7.75,11.0,11.0,7.0,5.0,1.0,4.0,4.5,7.0,4.0,Syndrael,7.0,1.0,3.5,7.0,"(9,10)",5.2,11.0,2.0,7.0,11.0,3.75,4.0,4.0,1.0,2.0,,1.0,,2.0,3.5,"(7,4)",7.0,3.0,2.0,2.0,8.0,,"(5,4)",2.0,,3.2,1.0,,,2.0,4.5,2.0,"(8,3)",4.5,8.0,"(3,4)",11.0,1.0,4.0,2.0,11.0,4.0,5.4,5.0,4.5,,2.0,3.25,1.0,7.0,2.0,"(7,5)",4.2,7.0,2.0,"(9,8)",5.0,,9.5,1.0,9.0,,3.0,11.0,,4.6,4.75,1.0,,,1.5,,6.0,"(3,5)",Avric Albright,,2.0,5.0,1.0,6.0,3.75,6.0,11.0,5.0,4.5,10.0,3.25,,3.5,4.0,4.0,"(7,14)",,7.0,4.25,,,11.0,,5.666666666666667,"(8,6)",6.0,4.0,,2.0,2.0,1.0,6.0,Widow Tarha,4.666666666666667,"(4,3)",2.0,6.0
-1991196148,Descent2e,0,ROUND_OVER,67,13,5,5,6.0,6.2,15.0,11.0,Widow Tarha,7.75,6.0,3.0,4.0,5.0,4.0,2.0,4.0,15.0,12.0,Avric Albright,11.0,8.0,5.5,5.0,"(5,13)",6.4,5.0,1.0,12.0,5.0,2.5,10.0,5.0,1.0,1.0,9.0,1.0,5.2,3.0,10.75,"(6,15)",10.0,8.0,4.0,4.0,1.0,1.0,"(5,4)",1.0,8.0,8.4,9.0,2.0,10.75,5.0,12.0,1.0,"(5,5)",5.0,4.0,"(5,11)",9.0,10.0,4.0,2.0,10.0,4.666666666666667,4.6,2.6666666666666665,3.25,8.0,2.0,6.75,4.0,10.75,7.0,"(4,11)",9.4,13.0,4.0,"(1,15)",5.0,"(8,3)",2.25,8.0,7.0,4.0,8.0,10.0,1.0,5.2,2.5,4.0,3.0,4.2,4.0,2.3333333333333335,12.0,"(10,4)",Tomble Burrowell,4.0,5.0,9.0,3.0,12.0,9.75,5.0,4.0,6.0,8.75,7.0,3.0,"(9,3)",9.0,2.0,3.0,"(5,6)",11.5,9.0,10.0,9.0,4.0,7.0,13.0,3.6666666666666665,"(5,7)",13.75,2.0,14.0,5.0,3.0,10.0,13.0,Grisban the Thirsty,3.6666666666666665,"(9,7)",3.6666666666666665,5.0
-1991196148,Descent2e,1,ROUND_OVER,122,13,5,5,6.0,6.6,14.0,9.0,Widow Tarha,7.75,9.0,3.0,5.0,5.0,5.0,2.0,4.5,13.0,9.0,Avric Albright,12.0,8.0,8.25,7.0,"(5,13)",6.0,6.0,1.0,12.0,8.0,3.0,13.0,5.0,1.0,1.0,12.0,1.0,5.6,2.0,8.25,"(7,12)",10.0,7.0,4.0,4.0,1.0,1.0,"(6,5)",1.0,8.0,7.2,9.5,1.3333333333333333,10.25,5.0,10.75,3.0,"(5,5)",5.5,7.0,"(5,11)",12.0,8.0,4.0,2.0,11.0,5.0,4.8,3.6666666666666665,3.25,11.0,1.3333333333333333,7.25,5.0,11.25,6.0,"(4,14)",9.6,12.0,3.0,"(5,17)",6.0,"(8,3)",2.75,7.0,9.0,3.0,11.0,13.0,1.0,7.2,3.25,7.0,2.0,4.6,3.5,2.0,12.0,"(10,4)",Tomble Burrowell,3.0,4.0,10.0,2.0,12.0,8.25,6.0,4.5,7.0,8.25,9.0,3.0,"(9,3)",12.0,1.0,3.0,"(5,6)",10.75,8.0,10.5,9.0,2.0,6.0,14.0,5.0,"(5,7)",13.25,5.0,14.0,3.0,1.0,11.0,12.0,Grisban the Thirsty,5.666666666666667,"(11,5)",2.0,7.0
-1991196148,Descent2e,2,ROUND_OVER,194,12,5,5,2.0,7.0,12.0,9.0,Widow Tarha,4.0,7.0,8.0,9.0,12.0,3.0,1.0,7.75,12.0,6.0,Avric Albright,8.0,9.0,5.75,10.0,"(3,14)",7.4,10.0,1.0,13.0,8.0,3.0,5.0,1.0,7.0,2.0,8.0,2.0,4.8,3.0,4.25,"(8,9)",11.0,2.0,4.0,1.0,1.0,1.0,"(6,5)",2.0,6.0,6.8,9.75,2.6666666666666665,10.0,5.0,9.5,1.0,"(4,9)",5.75,5.0,"(5,11)",8.0,3.0,5.0,2.0,9.0,4.0,4.4,4.666666666666667,3.5,9.0,2.6666666666666665,5.5,4.0,12.0,4.0,"(8,2)",5.4,11.0,4.0,"(4,12)",9.0,"(10,3)",4.25,2.0,8.0,4.0,1.0,10.0,1.0,5.6,3.5,3.0,2.0,5.8,3.75,2.6666666666666665,10.0,"(11,6)",Tomble Burrowell,1.0,4.0,7.0,3.0,9.0,6.5,9.0,8.75,7.0,4.5,5.0,9.5,"(9,3)",3.0,4.0,7.0,"(5,10)",9.25,12.0,8.0,6.0,4.0,9.0,13.0,4.666666666666667,"(5,7)",10.75,9.0,12.0,2.0,2.0,11.0,10.0,Grisban the Thirsty,9.333333333333334,"(9,7)",3.3333333333333335,10.0
-1991196148,Descent2e,3,ROUND_OVER,257,12,5,5,1.0,7.2,11.0,10.0,Widow Tarha,10.25,10.0,1.0,9.0,12.0,3.0,2.0,10.5,11.0,6.0,Avric Albright,10.0,9.0,5.25,9.0,"(7,17)",9.2,4.0,3.0,15.0,13.0,9.0,6.0,6.0,3.0,1.0,12.0,3.0,6.0,4.0,4.25,"(8,8)",11.0,3.0,2.0,2.0,3.0,2.0,"(6,5)",2.0,6.0,5.8,9.5,2.3333333333333335,10.25,5.0,9.0,1.0,"(5,12)",11.0,13.0,"(5,11)",10.0,3.0,9.0,4.0,15.0,5.0,5.2,6.333333333333333,5.25,13.0,3.0,3.75,3.0,13.0,3.0,"(5,5)",6.0,12.0,3.0,"(5,13)",12.0,"(7,2)",7.25,3.0,10.0,4.0,3.0,12.0,2.0,6.0,6.75,1.0,1.0,6.0,3.5,3.0,11.0,"(11,6)",Tomble Burrowell,1.0,4.0,7.0,3.0,12.0,7.25,9.0,2.25,13.0,4.25,10.0,7.25,"(9,3)",4.25,2.0,10.0,"(8,2)",9.75,15.0,8.75,5.0,3.0,9.0,15.0,5.666666666666667,"(6,15)",11.0,9.0,14.0,1.0,2.0,11.0,11.0,Grisban the Thirsty,9.0,"(9,5)",2.3333333333333335,9.0
