GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Goblin Master Nearest Hero,Barghest Master Average Goblin,Hero 3 Farthest Barghest,Hero 2 Farthest Goblin,Hero 4 Name,Goblin Minion 4 Average Hero,Goblin Master Farthest Goblin,Goblin Minion 4 Nearest Barghest,Hero 1 Farthest Hero,Goblin Minion 3 Farthest Hero,Barghest Minion 3 Nearest Goblin,Hero 4 Nearest Hero,Goblin Master Average Barghest,Barghest Master Farthest Hero,Hero 2 Farthest Barghest,Hero 3 Name,Goblin Master Farthest Hero,Hero 4 Nearest Barghest,Goblin Minion 3 Average Goblin,Hero 4 Farthest Hero,Hero 1 Position,Hero 1 Average Goblin,Goblin Minion 4 Farthest Barghest,Goblin Master Nearest Goblin,Hero 1 Farthest Barghest,Goblin Minion 4 Farthest Goblin,Goblin Minion 2 Average Goblin,Goblin Minion 3 Farthest Barghest,Goblin Minion 4 Nearest Hero,Goblin Minion 3 Nearest Hero,Goblin Minion 1 Nearest Goblin,Barghest Minion 1 Farthest Goblin,Goblin Minion 2 Nearest Goblin,Barghest Minion 1 Average Goblin,Barghest Master Farthest Barghest,Hero 2 Average Barghest,Hero 2 Position,Hero 1 Nearest Barghest,Hero 2 Nearest Barghest,Goblin Minion 2 Nearest Hero,Hero 3 Nearest Hero,Goblin Minion 4 Nearest Goblin,Barghest Minion 1 Nearest Barghest,Goblin Minion 1 Position,Barghest Master Nearest Barghest,Barghest Minion 2 Nearest Hero,Hero 2 Average Goblin,Hero 4 Average Barghest,Barghest Minion 1 Average Barghest,Barghest Minion 2 Average Hero,Goblin Minion 1 Farthest Barghest,Barghest Master Average Hero,Hero 4 Nearest Goblin,Goblin Master Position,Goblin Minion 2 Average Barghest,Goblin Minion 2 Farthest Goblin,Hero 4 Position,Barghest Minion 3 Farthest Goblin,Barghest Master Nearest Hero,Goblin Minion 2 Nearest Barghest,Hero 1 Nearest Hero,Goblin Minion 4 Farthest Hero,Hero 3 Average Hero,Hero 4 Average Goblin,Hero 1 Average Hero,Goblin Minion 1 Average Goblin,Barghest Minion 2 Farthest Goblin,Barghest Master Average Barghest,Goblin Minion 2 Average Hero,Hero 2 Nearest Goblin,Hero 1 Average Barghest,Goblin Minion 1 Nearest Hero,Goblin Minion 3 Position,Hero 3 Average Goblin,Barghest Minion 3 Farthest Hero,Barghest Minion 3 Farthest Barghest,Hero 3 Position,Goblin Master Farthest Barghest,Barghest Minion 2 Position,Goblin Minion 4 Average Goblin,Barghest Minion 3 Nearest Hero,Goblin Minion 3 Farthest Goblin,Barghest Minion 2 Farthest Barghest,Goblin Minion 3 Nearest Barghest,Barghest Master Farthest Goblin,Barghest Minion 2 Nearest Barghest,Barghest Minion 3 Average Goblin,Goblin Master Average Goblin,Goblin Minion 3 Nearest Goblin,Barghest Minion 2 Nearest Goblin,Barghest Minion 2 Average Goblin,Goblin Minion 1 Average Barghest,Barghest Minion 2 Average Barghest,Hero 3 Farthest Goblin,Barghest Master Position,Hero 1 Name,Barghest Minion 1 Nearest Goblin,Barghest Master Nearest Goblin,Goblin Minion 2 Farthest Hero,Goblin Minion 1 Nearest Barghest,Goblin Minion 1 Farthest Hero,Goblin Minion 1 Average Hero,Hero 3 Farthest Hero,Goblin Minion 4 Average Barghest,Goblin Minion 2 Farthest Barghest,Goblin Master Average Hero,Goblin Minion 1 Farthest Goblin,Goblin Minion 3 Average Hero,Barghest Minion 1 Position,Goblin Minion 3 Average Barghest,Hero 1 Nearest Goblin,Goblin Master Nearest Barghest,Goblin Minion 4 Position,Barghest Minion 1 Average Hero,Hero 1 Farthest Goblin,Barghest Minion 3 Average Hero,Barghest Minion 1 Nearest Hero,Barghest Minion 1 Farthest Barghest,Hero 4 Farthest Goblin,Barghest Minion 2 Farthest Hero,Hero 4 Average Hero,Goblin Minion 2 Position,Hero 3 Average Barghest,Hero 2 Nearest Hero,Barghest Minion 1 Farthest Hero,Hero 3 Nearest Goblin,Barghest Minion 3 Nearest Barghest,Hero 4 Farthest Barghest,Hero 3 Nearest Barghest,Hero 2 Name,Hero 2 Average Hero,Barghest Minion 3 Position,Barghest Minion 3 Average Barghest,Hero 2 Farthest Hero
-1991196148,Descent2e,4,ROUND_OVER,351,11,5,5,2.0,5.2,7.0,7.0,Widow Tarha,6.25,6.0,2.0,11.0,9.0,1.0,4.0,2.0,12.0,4.0,Avric Albright,12.0,7.0,5.0,10.0,"(5,16)",10.8,4.0,2.0,13.0,7.0,4.5,9.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,2.5,"(9,6)",10.0,1.0,4.0,5.0,3.0,2.0,"(3,6)",2.0,2.0,4.0,9.5,3.3333333333333335,7.0,8.0,7.75,5.0,"(8,4)",3.0,6.0,"(3,12)",7.0,2.0,2.0,4.0,10.0,7.666666666666667,8.0,8.333333333333334,4.25,4.0,4.0,8.0,1.0,11.25,1.0,"(2,7)",3.2,11.0,3.0,"(4,5)",3.0,"(6,3)",5.25,1.0,7.0,5.0,4.0,9.0,2.0,3.8,4.0,1.0,2.0,3.0,5.0,3.3333333333333335,5.0,"(11,6)",Tomble Burrowell,2.0,2.0,14.0,3.0,10.0,5.75,11.0,2.75,4.0,6.75,6.0,5.75,"(6,5)",6.0,9.0,1.0,"(9,7)",5.75,14.0,6.75,2.0,5.0,10.0,13.0,7.0,"(8,2)",4.0,5.0,11.0,1.0,2.0,12.0,2.0,Grisban the Thirsty,8.333333333333334,"(9,5)",2.6666666666666665,10.0
-1991196148,Descent2e,5,ROUND_OVER,413,11,5,5,2.0,4.4,3.0,10.0,Widow Tarha,7.0,12.0,10.0,12.0,10.0,,4.0,1.6666666666666667,15.0,4.0,Avric Albright,14.0,4.0,6.5,8.0,"(5,17)",10.8,13.0,1.0,15.0,13.0,5.5,5.0,2.0,2.0,1.0,10.0,1.0,4.2,3.0,3.6666666666666665,"(10,5)",12.0,3.0,3.0,4.0,8.0,2.0,"(8,4)",1.0,2.0,5.0,5.666666666666667,2.5,6.5,2.0,7.0,2.0,"(8,3)",2.0,13.0,"(3,9)",,3.0,1.0,8.0,10.0,7.333333333333333,5.4,10.666666666666666,5.0,12.0,2.0,7.25,2.0,13.666666666666666,2.0,"(2,7)",4.8,,,"(4,5)",2.0,"(6,3)",11.0,,8.0,2.0,4.0,13.0,1.0,,5.0,6.0,2.0,4.4,2.0,1.5,10.0,"(7,2)",Tomble Burrowell,2.0,1.0,15.0,2.0,13.0,6.25,12.0,11.666666666666666,3.0,6.5,11.0,5.5,"(6,5)",4.333333333333333,2.0,1.0,"(6,15)",5.5,15.0,,2.0,3.0,7.0,14.0,6.666666666666667,"(8,2)",2.3333333333333335,6.0,12.0,2.0,,7.0,2.0,Grisban the Thirsty,8.666666666666666,,,12.0
-1991196148,Descent2e,6,ROUND_OVER,476,11,5,5,4.0,3.4,6.0,8.0,Widow Tarha,7.25,7.0,1.0,12.0,8.0,,6.0,1.3333333333333333,11.0,4.0,Avric Albright,12.0,7.0,6.75,7.0,"(8,15)",10.6,2.0,1.0,12.0,8.0,4.25,9.0,4.0,1.0,1.0,8.0,4.0,3.2,1.0,3.3333333333333335,"(9,7)",11.0,3.0,2.0,5.0,1.0,1.0,"(8,4)",1.0,3.0,5.0,7.333333333333333,1.0,7.0,2.0,6.5,1.0,"(8,3)",5.333333333333333,5.0,"(5,9)",,3.0,5.0,7.0,13.0,7.666666666666667,4.8,9.0,3.5,9.0,1.0,5.5,3.0,11.333333333333334,3.0,"(5,10)",4.2,,,"(4,3)",2.0,"(10,4)",3.75,,8.0,1.0,8.0,8.0,1.0,,3.25,5.0,2.0,4.2,1.3333333333333333,1.0,7.0,"(9,4)",Tomble Burrowell,1.0,1.0,11.0,1.0,11.0,6.0,12.0,1.6666666666666667,6.0,6.5,7.0,5.5,"(9,3)",8.333333333333334,6.0,1.0,"(8,2)",7.0,13.0,,4.0,1.0,7.0,11.0,6.666666666666667,"(4,5)",5.333333333333333,5.0,12.0,2.0,,8.0,5.0,Grisban the Thirsty,6.666666666666667,,,8.0
-1991196148,Descent2e,7,ROUND_OVER,558,11,5,5,2.0,5.8,4.0,8.0,Widow Tarha,3.25,9.0,3.0,9.0,10.0,,6.0,7.0,8.0,4.0,Avric Albright,10.0,7.0,9.25,9.0,"(7,9)",4.2,5.0,3.0,7.0,8.0,6.0,9.0,1.0,1.0,2.0,8.0,3.0,4.6,3.0,3.0,"(8,6)",5.0,2.0,3.0,3.0,2.0,2.0,"(9,7)",2.0,1.0,3.4,7.333333333333333,2.0,4.25,5.0,5.75,1.0,"(9,10)",3.3333333333333335,11.0,"(4,10)",,4.0,2.0,3.0,7.0,4.666666666666667,7.2,5.666666666666667,4.25,8.0,2.5,6.0,1.0,6.0,1.0,"(4,11)",5.2,,,"(5,4)",8.0,"(6,3)",4.25,,11.0,3.0,8.0,9.0,2.0,,5.25,8.0,4.0,5.6,4.0,2.5,7.0,"(9,2)",Tomble Burrowell,3.0,2.0,10.0,3.0,8.0,3.75,6.0,4.0,5.0,5.5,9.0,6.5,"(8,4)",8.333333333333334,2.0,6.0,"(7,7)",4.25,10.0,,2.0,2.0,10.0,7.0,7.333333333333333,"(11,4)",2.6666666666666665,3.0,7.0,3.0,,8.0,1.0,Grisban the Thirsty,4.333333333333333,,,7.0
-1991196148,Descent2e,8,ROUND_OVER,614,11,5,5,3.0,6.8,5.0,10.0,Widow Tarha,3.5,8.0,3.0,9.0,10.0,,5.0,9.0,8.0,3.0,Avric Albright,8.0,7.0,9.75,9.0,"(7,9)",4.2,5.0,5.0,7.0,11.0,5.25,13.0,2.0,4.0,3.0,13.0,2.0,5.8,3.0,2.0,"(7,4)",5.0,1.0,2.0,2.0,2.0,2.0,"(8,4)",2.0,1.0,5.0,8.0,3.0,4.0,2.0,5.25,4.0,"(9,12)",4.0,11.0,"(4,10)",,2.0,3.0,4.0,7.0,3.6666666666666665,6.8,6.0,6.25,11.0,2.5,4.25,1.0,6.0,1.0,"(3,14)",5.0,,,"(5,5)",10.0,"(6,3)",5.25,,11.0,4.0,11.0,12.0,3.0,,6.0,6.0,2.0,6.0,2.0,3.5,9.0,"(9,2)",Tomble Burrowell,2.0,2.0,8.0,2.0,7.0,4.0,5.0,4.0,5.0,6.5,11.0,8.0,"(10,4)",12.0,2.0,8.0,"(7,7)",5.5,9.0,,3.0,4.0,8.0,7.0,6.666666666666667,"(9,7)",3.6666666666666665,2.0,9.0,2.0,,9.0,2.0,Grisban the Thirsty,4.333333333333333,,,6.0
-1991196148,Descent2e,9,ROUND_OVER,678,11,5,5,3.0,6.6,5.0,10.0,Widow Tarha,3.5,8.0,4.0,7.0,11.0,,3.0,7.5,7.0,4.0,Avric Albright,10.0,7.0,8.25,7.0,"(8,10)",4.2,4.0,1.0,5.0,11.0,4.75,13.0,3.0,7.0,2.0,13.0,1.0,7.2,1.0,4.0,"(7,4)",4.0,4.0,2.0,1.0,2.0,1.0,"(7,5)",1.0,,6.2,7.0,1.0,,4.0,5.0,3.0,"(9,13)",6.5,7.0,"(5,7)",,4.0,6.0,6.0,4.0,4.0,6.6,6.666666666666667,6.75,,1.0,7.0,1.0,4.5,1.0,"(3,14)",7.2,,,"(6,3)",8.0,,6.0,,11.0,,12.0,12.0,,,5.25,6.0,,,4.0,,11.0,"(11,6)",Tomble Burrowell,4.0,4.0,9.0,4.0,5.0,2.75,7.0,4.0,7.0,8.0,10.0,9.0,"(11,5)",12.5,2.0,7.0,"(7,7)",5.25,8.0,,4.0,1.0,10.0,,4.666666666666667,"(9,12)",5.0,1.0,7.0,2.0,,7.0,5.0,Grisban the Thirsty,3.3333333333333335,,,6.0
-1991196148,Descent2e,10,GAME_OVER,716,4,5,5,5.0,6.6,5.0,12.0,Widow Tarha,3.25,8.0,4.0,6.0,12.0,,4.0,7.5,8.0,2.0,Avric Albright,11.0,8.0,8.25,6.0,"(8,8)",4.6,4.0,1.0,3.0,11.0,4.75,13.0,1.0,8.0,2.0,13.0,1.0,7.2,1.0,2.0,"(9,4)",3.0,2.0,4.0,3.0,2.0,1.0,"(7,5)",1.0,,6.8,8.0,1.0,,4.0,4.5,4.0,"(9,13)",6.5,7.0,"(3,6)",,2.0,6.0,4.0,5.0,4.333333333333333,7.0,5.0,6.75,,1.0,7.75,2.0,3.0,2.0,"(3,14)",8.2,,,"(6,2)",8.0,,6.0,,11.0,,12.0,12.0,,,5.25,6.0,,,4.0,,12.0,"(11,6)",Tomble Burrowell,4.0,4.0,10.0,4.0,4.0,3.0,6.0,4.0,7.0,8.75,10.0,10.5,"(11,5)",12.5,1.0,7.0,"(7,7)",4.5,10.0,,2.0,1.0,10.0,,5.0,"(9,12)",5.0,3.0,8.0,3.0,,8.0,5.0,Grisban the Thirsty,4.333333333333333,,,6.0
-524537363,Descent2e,0,ROUND_OVER,63,13,5,6,8.0,3.2,10.0,12.0,Ashrian,7.5,3.0,3.0,4.0,12.0,5.0,2.0,5.25,13.0,13.0,Grisban the Thirsty,13.0,11.0,1.75,5.0,"(5,12)",7.0,5.0,1.0,11.0,3.0,2.0,7.0,5.0,7.0,1.0,7.0,1.0,5.8,4.0,12.25,"(4,15)",9.0,12.0,5.0,1.0,2.0,1.0,"(2,6)",2.0,8.0,10.0,12.0,1.6666666666666667,10.25,8.0,10.5,10.0,"(3,3)",5.25,3.0,"(6,16)",8.0,8.0,3.0,1.0,10.0,3.3333333333333335,11.0,2.6666666666666665,2.25,6.0,3.0,7.5,9.0,9.75,5.0,"(3,4)",6.0,13.0,4.0,"(5,11)",7.0,"(8,4)",2.5,10.0,2.0,2.0,3.0,4.0,1.0,6.8,2.5,1.0,3.0,4.8,6.25,1.6666666666666667,8.0,"(6,3)",Tomble Burrowell,4.0,3.0,10.0,4.0,10.0,7.5,5.0,3.75,7.0,10.5,3.0,9.5,"(9,5)",5.25,6.0,3.0,"(5,6)",10.5,9.0,11.5,9.0,3.0,13.0,12.0,3.6666666666666665,"(3,6)",8.75,2.0,12.0,5.0,1.0,13.0,8.0,Leoric of the Book,3.0,"(10,4)",2.3333333333333335,4.0
-524537363,Descent2e,1,ROUND_OVER,159,12,5,6,2.0,7.0,7.0,10.0,Ashrian,6.25,7.0,3.0,8.0,7.0,3.0,3.0,6.25,14.0,11.0,Grisban the Thirsty,10.0,11.0,5.5,9.0,"(3,10)",3.8,5.0,1.0,9.0,5.0,3.0,10.0,2.0,1.0,5.0,9.0,1.0,5.8,7.0,9.5,"(8,12)",7.0,8.0,1.0,2.0,1.0,2.0,"(10,7)",5.0,5.0,7.8,12.5,3.6666666666666665,8.25,7.0,10.25,6.0,"(3,8)",5.25,6.0,"(9,15)",10.0,7.0,4.0,2.0,11.0,7.0,8.8,5.666666666666667,7.0,8.0,5.666666666666667,5.75,5.0,8.25,5.0,"(3,11)",3.0,11.0,7.0,"(5,8)",7.0,"(8,3)",3.25,7.0,10.0,5.0,8.0,10.0,2.0,6.2,3.25,3.0,3.0,4.8,4.75,3.0,7.0,"(4,1)",Tomble Burrowell,4.0,5.0,10.0,3.0,9.0,7.25,10.0,4.25,6.0,5.75,10.0,4.25,"(6,2)",9.25,1.0,5.0,"(5,6)",9.25,9.0,8.75,6.0,5.0,11.0,12.0,6.333333333333333,"(4,7)",6.25,3.0,13.0,1.0,2.0,14.0,5.0,Leoric of the Book,7.0,"(10,4)",4.333333333333333,10.0
-524537363,Descent2e,2,ROUND_OVER,212,11,5,6,5.0,6.0,10.0,9.0,Ashrian,6.75,5.0,2.0,10.0,9.0,3.0,4.0,4.25,15.0,11.0,Grisban the Thirsty,9.0,12.0,3.0,10.0,"(4,8)",4.2,5.0,1.0,7.0,5.0,4.0,6.0,2.0,5.0,1.0,5.0,1.0,4.8,6.0,9.25,"(10,12)",4.0,8.0,1.0,3.0,1.0,2.0,"(10,7)",3.0,4.0,6.4,13.25,3.3333333333333335,7.75,7.0,10.75,9.0,"(9,7)",4.75,6.0,"(10,16)",5.0,7.0,3.0,3.0,12.0,5.666666666666667,10.0,7.666666666666667,3.75,4.0,4.666666666666667,6.25,5.0,5.75,5.0,"(7,7)",7.2,12.0,6.0,"(3,11)",6.0,"(6,4)",3.25,6.0,4.0,3.0,3.0,7.0,2.0,3.6,3.0,2.0,2.0,3.0,4.75,2.6666666666666665,10.0,"(4,1)",Tomble Burrowell,4.0,5.0,11.0,3.0,10.0,7.75,7.0,3.75,6.0,7.25,6.0,6.75,"(6,2)",4.25,1.0,3.0,"(5,6)",9.75,7.0,8.75,6.0,5.0,12.0,12.0,7.0,"(4,7)",8.75,4.0,14.0,4.0,3.0,15.0,7.0,Leoric of the Book,7.0,"(9,4)",4.0,10.0
-524537363,Descent2e,3,ROUND_OVER,270,13,5,6,3.0,7.4,5.0,8.0,Ashrian,4.75,10.0,4.0,10.0,8.0,3.0,2.0,6.0,11.0,11.0,Grisban the Thirsty,8.0,7.0,4.5,10.0,"(4,9)",5.8,5.0,1.0,8.0,5.0,8.75,8.0,1.0,2.0,1.0,9.0,5.0,6.4,6.0,9.75,"(10,12)",7.0,8.0,2.0,3.0,5.0,1.0,"(10,7)",1.0,4.0,5.4,8.75,2.6666666666666665,7.5,7.0,8.5,2.0,"(9,8)",9.25,10.0,"(8,11)",9.0,5.0,9.0,3.0,8.0,6.0,4.8,7.333333333333333,4.5,9.0,2.6666666666666665,5.5,3.0,7.25,4.0,"(9,9)",4.4,8.0,6.0,"(4,6)",7.0,"(3,2)",5.0,5.0,10.0,6.0,5.0,10.0,1.0,5.0,4.25,1.0,4.0,6.8,5.75,3.0,6.0,"(4,1)",Tomble Burrowell,4.0,5.0,8.0,3.0,8.0,5.75,8.0,4.25,10.0,5.0,10.0,4.5,"(5,2)",6.75,2.0,4.0,"(5,6)",7.5,8.0,6.75,4.0,5.0,8.0,10.0,6.333333333333333,"(3,11)",4.5,2.0,10.0,1.0,5.0,10.0,4.0,Leoric of the Book,6.333333333333333,"(9,4)",5.666666666666667,9.0
-524537363,Descent2e,4,ROUND_OVER,325,11,5,6,1.0,8.6,5.0,9.0,Ashrian,5.25,11.0,3.0,10.0,10.0,3.0,2.0,10.25,10.0,9.0,Grisban the Thirsty,9.0,8.0,6.0,9.0,"(4,9)",7.6,7.0,1.0,7.0,7.0,9.0,12.0,4.0,2.0,3.0,12.0,5.0,8.0,7.0,8.25,"(9,11)",6.0,7.0,3.0,4.0,3.0,1.0,"(7,10)",1.0,2.0,4.0,9.25,2.6666666666666665,6.25,8.0,6.75,1.0,"(8,13)",4.0,12.0,"(7,12)",10.0,2.0,3.0,4.0,7.0,6.333333333333333,4.0,7.666666666666667,4.5,11.0,3.3333333333333335,7.25,2.0,6.5,2.0,"(7,14)",6.6,8.0,7.0,"(4,5)",11.0,"(3,3)",5.25,5.0,12.0,6.0,10.0,12.0,1.0,6.2,5.25,1.0,4.0,7.6,7.25,2.6666666666666665,10.0,"(2,3)",Tomble Burrowell,4.0,5.0,10.0,6.0,9.0,4.75,8.0,5.25,5.0,5.0,8.0,5.5,"(4,2)",11.25,7.0,9.0,"(9,7)",7.25,9.0,6.75,3.0,5.0,10.0,9.0,6.333333333333333,"(6,2)",3.0,2.0,10.0,3.0,5.0,10.0,2.0,Leoric of the Book,6.333333333333333,"(9,4)",6.0,10.0
-524537363,Descent2e,5,ROUND_OVER,380,11,5,6,4.0,5.8,4.0,7.0,Ashrian,3.75,11.0,3.0,8.0,13.0,3.0,2.0,9.666666666666666,5.0,7.0,Grisban the Thirsty,10.0,5.0,9.5,8.0,"(4,9)",6.8,5.0,3.0,7.0,9.0,8.0,14.0,2.0,7.0,4.0,14.0,4.0,7.2,5.0,5.666666666666667,"(9,9)",4.0,5.0,2.0,6.0,5.0,3.0,"(6,2)",3.0,,5.2,5.666666666666667,4.0,,4.0,4.0,2.0,"(8,13)",3.0,12.0,"(7,9)",12.0,2.0,1.0,6.0,7.0,6.0,5.2,7.333333333333333,8.5,,4.0,4.75,2.0,6.0,3.0,"(5,16)",6.4,7.0,5.0,"(5,3)",11.0,,6.5,4.0,14.0,,11.0,11.0,,6.6,7.5,3.0,,,3.3333333333333335,,13.0,"(4,5)",Tomble Burrowell,2.0,1.0,6.0,3.0,7.0,6.0,6.0,4.333333333333333,6.0,6.5,14.0,8.5,"(4,2)",12.333333333333334,5.0,9.0,"(9,7)",5.5,8.0,5.25,1.0,5.0,7.0,,5.333333333333333,"(3,4)",2.3333333333333335,2.0,7.0,2.0,5.0,7.0,1.0,Leoric of the Book,5.333333333333333,"(9,4)",5.0,8.0
-524537363,Descent2e,6,ROUND_OVER,460,12,5,6,5.0,6.6,6.0,8.0,Ashrian,6.75,10.0,8.0,8.0,12.0,3.0,2.0,10.666666666666666,5.0,7.0,Grisban the Thirsty,12.0,3.0,5.25,6.0,"(4,9)",5.4,10.0,2.0,7.0,9.0,6.5,12.0,3.0,5.0,5.0,12.0,5.0,8.6,5.0,5.666666666666667,"(8,9)",4.0,5.0,1.0,5.0,2.0,3.0,"(6,4)",3.0,,5.6,3.6666666666666665,4.0,,3.0,3.75,3.0,"(7,14)",6.0,9.0,"(7,7)",12.0,3.0,4.0,6.0,10.0,6.333333333333333,6.0,7.0,8.25,,4.0,5.5,3.0,6.0,3.0,"(5,14)",8.8,7.0,5.0,"(3,2)",12.0,,5.75,3.0,10.0,,9.0,10.0,,8.0,5.25,2.0,,,2.3333333333333335,,12.0,"(4,5)",Tomble Burrowell,2.0,2.0,8.0,2.0,5.0,4.0,7.0,8.666666666666666,7.0,7.75,10.0,8.25,"(4,2)",11.0,1.0,10.0,"(7,12)",5.0,9.0,5.25,1.0,5.0,9.0,,4.333333333333333,"(5,9)",3.3333333333333335,2.0,7.0,3.0,5.0,5.0,1.0,Leoric of the Book,5.666666666666667,"(9,4)",5.0,8.0
-524537363,Descent2e,7,ROUND_OVER,518,11,5,6,2.0,6.6,4.0,7.0,Ashrian,5.25,12.0,8.0,9.0,11.0,2.0,2.0,11.0,7.0,9.0,Grisban the Thirsty,11.0,5.0,6.75,9.0,"(4,12)",5.6,10.0,1.0,10.0,8.0,8.75,12.0,3.0,2.0,3.0,12.0,3.0,8.2,3.0,8.333333333333334,"(10,11)",7.0,7.0,5.0,6.0,4.0,3.0,"(6,4)",3.0,,5.6,6.333333333333333,3.5,,2.0,5.25,3.0,"(4,14)",4.0,12.0,"(9,9)",12.0,2.0,2.0,7.0,9.0,7.666666666666667,5.6,8.333333333333334,7.75,,3.0,7.0,3.0,9.0,3.0,"(5,14)",8.0,10.0,4.0,"(3,3)",12.0,,6.25,4.0,12.0,,9.0,9.0,,7.6,7.0,1.0,,,2.0,,11.0,"(4,5)",Tomble Burrowell,2.0,2.0,10.0,2.0,8.0,5.75,9.0,9.333333333333334,5.0,6.75,10.0,6.25,"(4,2)",11.0,2.0,9.0,"(7,12)",6.75,10.0,7.5,1.0,4.0,8.0,,5.666666666666667,"(9,4)",2.3333333333333335,2.0,10.0,3.0,3.0,7.0,1.0,Leoric of the Book,5.666666666666667,"(7,2)",3.5,8.0
-524537363,Descent2e,8,ROUND_OVER,593,11,5,6,1.0,5.2,3.0,6.0,Ashrian,4.5,11.0,8.0,11.0,12.0,1.0,3.0,11.666666666666666,9.0,7.0,Grisban the Thirsty,12.0,6.0,6.5,7.0,"(5,14)",7.4,10.0,3.0,12.0,8.0,6.0,5.0,2.0,5.0,1.0,13.0,1.0,6.4,3.0,6.333333333333333,"(10,9)",9.0,6.0,1.0,7.0,3.0,3.0,"(6,4)",3.0,,5.0,7.0,3.0,,2.0,5.75,2.0,"(6,15)",1.6666666666666667,11.0,"(7,10)",12.0,2.0,1.0,6.0,9.0,8.333333333333334,5.0,8.0,5.75,,3.0,5.75,3.0,10.666666666666666,2.0,"(9,4)",5.8,11.0,3.0,"(4,3)",13.0,,6.75,3.0,11.0,,2.0,10.0,,5.2,9.0,3.0,,,1.6666666666666667,,12.0,"(4,5)",Tomble Burrowell,2.0,1.0,10.0,1.0,10.0,5.75,11.0,9.0,2.0,6.0,11.0,7.0,"(4,2)",4.0,1.0,10.0,"(7,12)",7.0,12.0,6.75,1.0,3.0,6.0,,5.333333333333333,"(5,4)",2.0,3.0,12.0,1.0,3.0,8.0,1.0,Leoric of the Book,5.666666666666667,"(7,3)",3.0,7.0
-524537363,Descent2e,9,GAME_OVER,595,0,5,6,1.0,5.2,3.0,6.0,Ashrian,4.5,11.0,8.0,11.0,12.0,1.0,3.0,11.666666666666666,9.0,7.0,Grisban the Thirsty,12.0,6.0,6.5,7.0,"(5,14)",7.4,10.0,3.0,12.0,8.0,6.0,5.0,2.0,5.0,1.0,13.0,1.0,6.4,3.0,6.333333333333333,"(10,9)",9.0,6.0,1.0,7.0,3.0,3.0,"(6,4)",3.0,,5.0,7.0,3.0,,2.0,5.75,2.0,"(6,15)",1.6666666666666667,11.0,"(7,10)",12.0,2.0,1.0,6.0,9.0,8.333333333333334,5.0,8.0,5.75,,3.0,5.75,3.0,10.666666666666666,2.0,"(9,4)",5.8,11.0,3.0,"(4,3)",13.0,,6.75,3.0,11.0,,2.0,10.0,,5.2,9.0,3.0,,,1.6666666666666667,,12.0,"(4,5)",Tomble Burrowell,2.0,1.0,10.0,1.0,10.0,5.75,11.0,9.0,2.0,6.0,11.0,7.0,"(4,2)",4.0,1.0,10.0,"(7,12)",7.0,12.0,6.75,1.0,3.0,6.0,,5.333333333333333,"(5,4)",2.0,3.0,12.0,1.0,3.0,8.0,1.0,Leoric of the Book,5.666666666666667,"(7,3)",3.0,7.0
