GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Player,Action,ActionClass,ActionDescription,PlayerType,Size
-1533947634,Descent2e,1,ACTION_CHOSEN,144,5,5,2,0,"Move by 7953 to (4,13)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,145,5,5,2,0,"Move by 7953 to (3,14)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,146,6,5,2,0,Ranged Attack by 7963 on 7912,RangedAttack,Ranged Attack by Goblin Archer minion on Grisban the Thirsty (Range: 4.0),OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,147,6,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,148,6,5,2,0,"Move by 7963 to (4,11)",Move,Move: SW,OSLA,5
-1533947634,Descent2e,1,ACTION_CHOSEN,149,6,5,2,0,"Move by 7963 to (4,12)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,150,6,5,2,0,"Move by 7963 to (4,13)",Move,Move: S,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,151,6,5,2,0,"Move by 7963 to (3,15)",Move,"Move: SW, S",OSLA,10
-1533947634,Descent2e,1,ACTION_CHOSEN,152,7,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,153,7,5,2,0,"Move by 74384 to (8,8)",Move,Move: SW,OSLA,7
-1533947634,Descent2e,1,ACTION_CHOSEN,154,7,5,2,0,"Move by 74384 to (8,9)",Move,Move: S,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,155,7,5,2,0,"Move by 74384 to (7,10)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,156,7,5,2,0,"Move by 74384 to (7,11)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,157,7,5,2,0,"Move by 74384 to (7,12)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,158,7,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,159,7,5,2,0,"Move by 74384 to (8,13)",Move,Move: SE,OSLA,4
-1533947634,Descent2e,1,ACTION_CHOSEN,160,7,5,2,0,"Move by 74384 to (8,14)",Move,Move: S,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,161,7,5,2,0,"Move by 74384 to (7,15)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,1,ACTION_CHOSEN,162,7,5,2,0,"Move by 74384 to (6,14)",Move,Move: NW,OSLA,9
-1533947634,Descent2e,1,ACTION_CHOSEN,163,7,5,2,0,"Move by 74384 to (6,15)",Move,Move: S,OSLA,6
-1533947634,Descent2e,1,ACTION_CHOSEN,164,8,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,165,9,5,2,0,Call Attribute Test by 7983 on 7871,Howl,Howl,OSLA,3
-1533947634,Descent2e,1,ACTION_CHOSEN,166,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7871,HowlTest,Howl (Willpower) Test (1) by 7983 on 7871,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,167,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7885,HowlTest,Howl (Willpower) Test (1) by 7983 on 7885,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,168,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7899,HowlTest,Howl (Willpower) Test (1) by 7983 on 7899,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,169,9,5,2,0,Howl (Willpower) Test (1) by 7983 on 7912,HowlTest,Howl (Willpower) Test (1) by 7983 on 7912,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,170,9,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,171,10,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,172,11,5,2,0,Call Attribute Test by 8003 on 7871,Howl,Howl,OSLA,2
-1533947634,Descent2e,1,ACTION_CHOSEN,173,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7871,HowlTest,Howl (Willpower) Test (1) by 8003 on 7871,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,174,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7885,HowlTest,Howl (Willpower) Test (1) by 8003 on 7885,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,175,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7899,HowlTest,Howl (Willpower) Test (1) by 8003 on 7899,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,176,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7912,HowlTest,Howl (Willpower) Test (1) by 8003 on 7912,OSLA,1
-1533947634,Descent2e,1,ACTION_CHOSEN,177,11,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,178,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,179,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,5
-1533947634,Descent2e,2,ACTION_CHOSEN,180,0,5,2,1,"Move by 7871 to (4,4)",Move,"Move: NW, N",OSLA,11
-1533947634,Descent2e,2,ACTION_CHOSEN,181,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,182,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,9
-1533947634,Descent2e,2,ACTION_CHOSEN,183,0,5,2,1,Rest,Rest,Rest,OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,184,0,5,2,1,Ranged Attack by 7871 on 7983,RangedAttack,Ranged Attack by Jain Fairwood on Barghest minion (Range: 2.0),OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,185,0,5,2,1,End Surge decision phase,EndSurgePhase,End Surge decision phase,OSLA,4
-1533947634,Descent2e,2,ACTION_CHOSEN,186,0,5,2,1,End Turn,EndTurn,End Turn,OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,187,1,5,2,2,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,188,1,5,2,2,Rest,Rest,Rest,OSLA,15
-1533947634,Descent2e,2,ACTION_CHOSEN,189,1,5,2,2,"Move by 7885 to (5,2)",Move,Move: N,OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,190,1,5,2,2,"Move by 7885 to (5,3)",Move,Move: S,OSLA,5
-1533947634,Descent2e,2,ACTION_CHOSEN,191,1,5,2,2,End Turn,EndTurn,End Turn,OSLA,9
-1533947634,Descent2e,2,ACTION_CHOSEN,192,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,193,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,194,2,5,2,3,Ranged Attack by 7899 on 7983,RangedAttack,Ranged Attack by Widow Tarha on Barghest minion (Range: 2.0),OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,195,2,5,2,3,REROLL_DICE_0,TarhaAbilityReroll,"Hero Ability: Reroll BLUE dice (Face: 1, Range: -100, Damage: 0, Surge: 0)",OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,196,2,5,2,3,Ranged Attack by 7899 on 7983,RangedAttack,Ranged Attack by Widow Tarha on Barghest minion (Range: 2.0),OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,197,2,5,2,3,"Move by 7899 to (5,5)",Move,Move: E,OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,198,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,6
-1533947634,Descent2e,2,ACTION_CHOSEN,199,2,5,2,3,"Move by 7899 to (4,5)",Move,Move: W,OSLA,14
-1533947634,Descent2e,2,ACTION_CHOSEN,200,2,5,2,3,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,201,2,5,2,3,"Move by 7899 to (5,5)",Move,Move: E,OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,202,2,5,2,3,"Move by 7899 to (4,5)",Move,Move: W,OSLA,5
-1533947634,Descent2e,2,ACTION_CHOSEN,203,3,5,2,4,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,204,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,12
-1533947634,Descent2e,2,ACTION_CHOSEN,205,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,14
-1533947634,Descent2e,2,ACTION_CHOSEN,206,3,5,2,4,Rest,Rest,Rest,OSLA,15
-1533947634,Descent2e,2,ACTION_CHOSEN,207,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,14
-1533947634,Descent2e,2,ACTION_CHOSEN,208,3,5,2,4,"Move by 7912 to (4,3)",Move,"Move: N, N, N",OSLA,13
-1533947634,Descent2e,2,ACTION_CHOSEN,209,3,5,2,4,"Move by 7912 to (5,2)",Move,Move: NE,OSLA,11
-1533947634,Descent2e,2,ACTION_CHOSEN,210,3,5,2,4,"Move by 7912 to (4,3)",Move,Move: SW,OSLA,5
-1533947634,Descent2e,2,ACTION_CHOSEN,211,3,5,2,4,End Turn,EndTurn,End Turn,OSLA,7
-1533947634,Descent2e,2,ACTION_CHOSEN,212,4,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,213,5,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,214,6,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,215,7,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,216,8,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,217,8,5,2,0,"Move by 104227 to (9,8)",Move,Move: S,OSLA,7
-1533947634,Descent2e,2,ACTION_CHOSEN,218,8,5,2,0,"Move by 104227 to (8,9)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,219,8,5,2,0,"Move by 104227 to (8,10)",Move,Move: S,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,220,8,5,2,0,"Move by 104227 to (8,11)",Move,Move: S,OSLA,9
-1533947634,Descent2e,2,ACTION_CHOSEN,221,8,5,2,0,"Move by 104227 to (8,12)",Move,Move: S,OSLA,9
-1533947634,Descent2e,2,ACTION_CHOSEN,222,8,5,2,0,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,223,8,5,2,0,"Move by 104227 to (9,13)",Move,Move: SE,OSLA,7
-1533947634,Descent2e,2,ACTION_CHOSEN,224,8,5,2,0,"Move by 104227 to (8,14)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,225,8,5,2,0,"Move by 104227 to (7,15)",Move,Move: SW,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,226,8,5,2,0,"Move by 104227 to (6,16)",Move,Move: SW,OSLA,11
-1533947634,Descent2e,2,ACTION_CHOSEN,227,8,5,2,0,"Move by 104227 to (5,15)",Move,Move: NW,OSLA,8
-1533947634,Descent2e,2,ACTION_CHOSEN,228,9,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,229,10,5,2,0,Call Attribute Test by 7983 on 7871,Howl,Howl,OSLA,3
-1533947634,Descent2e,2,ACTION_CHOSEN,230,10,5,2,0,Howl (Willpower) Test (1) by 7983 on 7871,HowlTest,Howl (Willpower) Test (1) by 7983 on 7871,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,231,10,5,2,0,REROLL_ATTRIBUTE_TEST,RerollAttributeTest,"Lucky Charm: Reroll Howl (Willpower) Test (GREY [Result: 1], BLACK [Result: 2])",OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,232,10,5,2,0,DoNothing,DoNothing,DoNothing,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,233,10,5,2,0,Howl (Willpower) Test (1) by 7983 on 7885,HowlTest,Howl (Willpower) Test (1) by 7983 on 7885,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,234,10,5,2,0,Howl (Willpower) Test (1) by 7983 on 7899,HowlTest,Howl (Willpower) Test (1) by 7983 on 7899,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,235,10,5,2,0,Howl (Willpower) Test (1) by 7983 on 7912,HowlTest,Howl (Willpower) Test (1) by 7983 on 7912,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,236,10,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,237,11,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,238,12,5,2,0,Call Attribute Test by 8003 on 7871,Howl,Howl,OSLA,2
-1533947634,Descent2e,2,ACTION_CHOSEN,239,12,5,2,0,Howl (Willpower) Test (1) by 8003 on 7871,HowlTest,Howl (Willpower) Test (1) by 8003 on 7871,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,240,12,5,2,0,Howl (Willpower) Test (1) by 8003 on 7885,HowlTest,Howl (Willpower) Test (1) by 8003 on 7885,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,241,12,5,2,0,Howl (Willpower) Test (1) by 8003 on 7899,HowlTest,Howl (Willpower) Test (1) by 8003 on 7899,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,242,12,5,2,0,Howl (Willpower) Test (1) by 8003 on 7912,HowlTest,Howl (Willpower) Test (1) by 8003 on 7912,OSLA,1
-1533947634,Descent2e,2,ACTION_CHOSEN,243,12,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,244,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,3
-1533947634,Descent2e,3,ACTION_CHOSEN,245,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,8
-1533947634,Descent2e,3,ACTION_CHOSEN,246,0,5,2,1,Rest,Rest,Rest,OSLA,14
-1533947634,Descent2e,3,ACTION_CHOSEN,247,0,5,2,1,Ranged Attack by 7871 on 7983,RangedAttack,Ranged Attack by Jain Fairwood on Barghest minion (Range: 2.0),OSLA,13
-1533947634,Descent2e,3,ACTION_CHOSEN,248,0,5,2,1,End Surge decision phase,EndSurgePhase,End Surge decision phase,OSLA,4
-1533947634,Descent2e,3,ACTION_CHOSEN,249,0,5,2,1,"Move by 7871 to (5,6)",Move,"Move: S, SE",OSLA,12
-1533947634,Descent2e,3,ACTION_CHOSEN,250,0,5,2,1,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,251,0,5,2,1,"Move by 7871 to (4,6)",Move,Move: W,OSLA,5
-1533947634,Descent2e,3,ACTION_CHOSEN,252,1,5,2,2,Heal 7912 (7896),Heal,Prayer of Healing: Heal Grisban the Thirsty for 1 Red Power Die,OSLA,4
-1533947634,Descent2e,3,ACTION_CHOSEN,253,1,5,2,2,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,3
-1533947634,Descent2e,3,ACTION_CHOSEN,254,1,5,2,2,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,9
-1533947634,Descent2e,3,ACTION_CHOSEN,255,1,5,2,2,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,10
-1533947634,Descent2e,3,ACTION_CHOSEN,256,1,5,2,2,Rest,Rest,Rest,OSLA,9
-1533947634,Descent2e,3,ACTION_CHOSEN,257,1,5,2,2,"Move by 7885 to (5,2)",Move,Move: N,OSLA,7
-1533947634,Descent2e,3,ACTION_CHOSEN,258,1,5,2,2,"Move by 7885 to (5,3)",Move,Move: S,OSLA,8
-1533947634,Descent2e,3,ACTION_CHOSEN,259,1,5,2,2,"Move by 7885 to (5,2)",Move,Move: N,OSLA,7
-1533947634,Descent2e,3,ACTION_CHOSEN,260,1,5,2,2,"Move by 7885 to (5,3)",Move,Move: S,OSLA,9
-1533947634,Descent2e,3,ACTION_CHOSEN,261,1,5,2,2,End Turn,EndTurn,End Turn,OSLA,8
-1533947634,Descent2e,3,ACTION_CHOSEN,262,2,5,2,3,Rest,Rest,Rest,OSLA,3
-1533947634,Descent2e,3,ACTION_CHOSEN,263,2,5,2,3,Ranged Attack by 7899 on 7983,RangedAttack,Ranged Attack by Widow Tarha on Barghest minion (Range: 2.0),OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,264,3,5,2,4,End Reroll decision phase,EndRerollPhase,End Reroll decision phase,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,265,3,5,2,4,Get Movement Points,GetMovementPoints,Get Movement Points,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,266,3,5,2,4,"Move by 7912 to (6,4)",Move,"Move: E, SE",OSLA,9
-1533947634,Descent2e,3,ACTION_CHOSEN,267,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,7
-1533947634,Descent2e,3,ACTION_CHOSEN,268,3,5,2,4,Fatigue Movement Point,GetFatiguedMovementPoints,Spent 1 Stamina For 1 Movement Point,OSLA,12
-1533947634,Descent2e,3,ACTION_CHOSEN,269,3,5,2,4,Rest,Rest,Rest,OSLA,11
-1533947634,Descent2e,3,ACTION_CHOSEN,270,3,5,2,4,"Move by 7912 to (6,3)",Move,Move: N,OSLA,9
-1533947634,Descent2e,3,ACTION_CHOSEN,271,3,5,2,4,"Move by 7912 to (7,2)",Move,Move: NE,OSLA,5
-1533947634,Descent2e,3,ACTION_CHOSEN,272,3,5,2,4,End Turn,EndTurn,End Turn,OSLA,5
-1533947634,Descent2e,3,ACTION_CHOSEN,273,4,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,274,5,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,275,6,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,276,7,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,277,8,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,278,9,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,279,10,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,280,11,5,2,0,Call Attribute Test by 8003 on 7871,Howl,Howl,OSLA,3
-1533947634,Descent2e,3,ACTION_CHOSEN,281,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7871,HowlTest,Howl (Willpower) Test (1) by 8003 on 7871,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,282,11,5,2,0,REROLL_ATTRIBUTE_TEST,RerollAttributeTest,"Lucky Charm: Reroll Howl (Willpower) Test (GREY [Result: 2], BLACK [Result: 3])",OSLA,2
-1533947634,Descent2e,3,ACTION_CHOSEN,283,11,5,2,0,DoNothing,DoNothing,DoNothing,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,284,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7885,HowlTest,Howl (Willpower) Test (1) by 8003 on 7885,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,285,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7899,HowlTest,Howl (Willpower) Test (1) by 8003 on 7899,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,286,11,5,2,0,Howl (Willpower) Test (1) by 8003 on 7912,HowlTest,Howl (Willpower) Test (1) by 8003 on 7912,OSLA,1
-1533947634,Descent2e,3,ACTION_CHOSEN,287,11,5,2,0,End Turn,EndTurn,End Turn,OSLA,2
